in.county,hdd,cdd,switchover_lt15,switchover_lt20,switchover_lt25,switchover_lt30,switchover_lt35,switchover_lt40
G0100010,2825.635,2456.3125,27.61,86.935,209.1875,412.105,788.865,1340.07
G0100030,1837.0225,2503.51,0,3.8,21.2175,52.3175,151.995,412.035
G0100050,3415.08,1952.535,39.5475,135.265,407.4875,832.955,1321.66,1862.285
G0100070,2852.5575,2146.8225,0,32.9225,170.7225,422.52,798.4275,1350.9475
G0100090,2922.3125,2028.0725,21.97,70.52,212.1375,431.625,796.04,1312.8225
G0100110,2441.1675,2281.485,8.4925,20.4625,73.985,181.44,483.46,944.4525
G0100130,2501.9075,2275.0025,0,7.6225,67.6125,216.8925,499.8675,999.43
G0100150,2867.36,1782.125,0,0,120.12,324.975,712.41,1215.3025
G0100170,2875.565,1503.08,69.7075,145.78,271.75,460.9375,821.3025,1307.115
G0100190,3399.9075,1604.79,0,75.5175,336.865,689.6025,1087.9525,1657.2575
G0100210,2825.635,2456.3125,27.61,86.935,209.1875,412.105,788.865,1340.07
G0100230,2844.105,2251.0275,0,30.97,139.3975,329.5875,767.945,1242.8775
G0100250,2844.105,2251.0275,0,30.97,139.3975,329.5875,767.945,1242.8775
G0100270,2867.36,1782.125,0,0,120.12,324.975,712.41,1215.3025
G0100290,2867.36,1782.125,0,0,120.12,324.975,712.41,1215.3025
G0100310,2636.7,2149.89,12.7275,61.675,201.4825,488.95,848.3225,1289.5125
G0100330,2995.4775,1820.865,111.615,162.5375,284.4075,525.98,843.0725,1320.405
G0100350,2501.9075,2275.0025,0,7.6225,67.6125,216.8925,499.8675,999.43
G0100370,2825.635,2456.3125,27.61,86.935,209.1875,412.105,788.865,1340.07
G0100390,2636.7,2149.89,12.7275,61.675,201.4825,488.95,848.3225,1289.5125
G0100410,2441.1675,2281.485,8.4925,20.4625,73.985,181.44,483.46,944.4525
G0100430,3620.46,1784.7225,163.39,309.9275,634.4525,881.0575,1409.935,1975.095
G0100450,2636.7,2149.89,12.7275,61.675,201.4825,488.95,848.3225,1289.5125
G0100470,2501.9075,2275.0025,0,7.6225,67.6125,216.8925,499.8675,999.43
G0100490,3399.9075,1604.79,0,75.5175,336.865,689.6025,1087.9525,1657.2575
G0100510,2825.635,2456.3125,27.61,86.935,209.1875,412.105,788.865,1340.07
G0100530,2441.1675,2281.485,8.4925,20.4625,73.985,181.44,483.46,944.4525
G0100550,3399.9075,1604.79,0,75.5175,336.865,689.6025,1087.9525,1657.2575
G0100570,2852.5575,2146.8225,0,32.9225,170.7225,422.52,798.4275,1350.9475
G0100590,2995.4775,1820.865,111.615,162.5375,284.4075,525.98,843.0725,1320.405
G0100610,2636.7,2149.89,12.7275,61.675,201.4825,488.95,848.3225,1289.5125
G0100630,2852.5575,2146.8225,0,32.9225,170.7225,422.52,798.4275,1350.9475
G0100650,2852.5575,2146.8225,0,32.9225,170.7225,422.52,798.4275,1350.9475
G0100670,2292.945,2510.1525,2.125,21.9125,56.7625,121.84,351.2525,855.2
G0100690,2292.945,2510.1525,2.125,21.9125,56.7625,121.84,351.2525,855.2
G0100710,3399.9075,1604.79,0,75.5175,336.865,689.6025,1087.9525,1657.2575
G0100730,2922.3125,2028.0725,21.97,70.52,212.1375,431.625,796.04,1312.8225
G0100750,3628.9875,2180.5125,94.3525,232.95,474.82,869.2,1451.5225,2076.9025
G0100770,2995.4775,1820.865,111.615,162.5375,284.4075,525.98,843.0725,1320.405
G0100790,2995.4775,1820.865,111.615,162.5375,284.4075,525.98,843.0725,1320.405
G0100810,2875.565,1503.08,69.7075,145.78,271.75,460.9375,821.3025,1307.115
G0100830,3620.46,1784.7225,163.39,309.9275,634.4525,881.0575,1409.935,1975.095
G0100850,2501.9075,2275.0025,0,7.6225,67.6125,216.8925,499.8675,999.43
G0100870,2875.565,1503.08,69.7075,145.78,271.75,460.9375,821.3025,1307.115
G0100890,3620.46,1784.7225,163.39,309.9275,634.4525,881.0575,1409.935,1975.095
G0100910,2548.79,2214.875,0,7.6,77.015,231.2075,545.43,1006.345
G0100930,2995.4775,1820.865,111.615,162.5375,284.4075,525.98,843.0725,1320.405
G0100950,3399.9075,1604.79,0,75.5175,336.865,689.6025,1087.9525,1657.2575
G0100970,1928.005,2527.9975,0,3.755,57.2175,166.715,388.5525,708.9525
G0100990,2501.9075,2275.0025,0,7.6225,67.6125,216.8925,499.8675,999.43
G0101010,2825.635,2456.3125,27.61,86.935,209.1875,412.105,788.865,1340.07
G0101030,3620.46,1784.7225,163.39,309.9275,634.4525,881.0575,1409.935,1975.095
G0101050,2852.5575,2146.8225,0,32.9225,170.7225,422.52,798.4275,1350.9475
G0101070,2852.5575,2146.8225,0,32.9225,170.7225,422.52,798.4275,1350.9475
G0101090,2441.1675,2281.485,8.4925,20.4625,73.985,181.44,483.46,944.4525
G0101110,2867.36,1782.125,0,0,120.12,324.975,712.41,1215.3025
G0101130,3415.08,1952.535,39.5475,135.265,407.4875,832.955,1321.66,1862.285
G0101150,2922.3125,2028.0725,21.97,70.52,212.1375,431.625,796.04,1312.8225
G0101170,2922.3125,2028.0725,21.97,70.52,212.1375,431.625,796.04,1312.8225
G0101190,2548.79,2214.875,0,7.6,77.015,231.2075,545.43,1006.345
G0101210,2867.36,1782.125,0,0,120.12,324.975,712.41,1215.3025
G0101230,2875.565,1503.08,69.7075,145.78,271.75,460.9375,821.3025,1307.115
G0101250,2852.5575,2146.8225,0,32.9225,170.7225,422.52,798.4275,1350.9475
G0101270,2922.3125,2028.0725,21.97,70.52,212.1375,431.625,796.04,1312.8225
G0101290,1928.005,2527.9975,0,3.755,57.2175,166.715,388.5525,708.9525
G0101310,2501.9075,2275.0025,0,7.6225,67.6125,216.8925,499.8675,999.43
G0101330,2995.4775,1820.865,111.615,162.5375,284.4075,525.98,843.0725,1320.405
G0200130,9517.3125,0,62.0375,632.3675,1306.6225,2176.6675,4174.61,6793.8625
G0200160,8964.455,2.0075,71.2975,291.275,782.225,1701.17,3145.16,5536.92
G0200200,9021.025,79.6225,954.3375,1734.8325,2777.0225,3940.23,5638.3375,7084.75
G0200500,12059.655,20.3175,5091.61,6249.78,6970.1475,7668.595,8963.8625,10067.4175
G0200600,10727.2475,28.4225,3071.16,4083.55,4810.5675,5516.775,6650.4825,8398.8775
G0200680,10828.2275,61.6325,4015.5675,4787.05,5491.445,6306.4725,7455.5225,8580.7625
G0200700,10486.4375,16.49,1882.99,2723.5775,3699.4025,4724.095,6544.945,8544.945
G0200900,13145.295,157.5,8448.655,9398.275,10026.2225,10577.7275,11149.865,11704.425
G0201000,8386.845,57.6,1100.2575,1556.18,2210.9975,2838.6875,4136.3925,5674.7875
G0201050,8780.42,30.3275,504.48,1321.7125,2141.015,3089.9275,4843.455,6405.145
G0201100,8483.63,39.455,688.3425,1278.1175,2117.9825,3026.0825,4228.32,5732.8675
G0201220,9992.0725,31.36,1713.0975,2489.9775,3502.19,4731.7025,6483.3375,7992.7725
G0201300,7963.99,46.705,634.805,1117.11,1765.92,2388.5425,3550.485,5037.51
G0201500,8497.88,14.6075,130.9475,462.4625,904.0625,1588.0325,3079.495,5525.7275
G0201640,10727.2475,28.4225,3071.16,4083.55,4810.5675,5516.775,6650.4825,8398.8775
G0201700,9493.2825,43.9425,1333.3,2125.8575,3312.1725,4601.3075,5955.5325,7300.8275
G0201800,13252.725,10.5525,5761.375,7585.15,8632.4675,9354.465,10482.6225,11443.7525
G0201850,19808.655,0,14085.59,15272.06,16193.3725,16774.0625,18241.26,19377.2325
G0201880,15221.2875,2.205,8912.8475,10346.6975,11275.955,12327.7875,13143.2,13815.8375
G0201950,8450.8825,24.9625,666.0025,1052.445,1716.795,2541.49,3680.9275,5423.655
G0201980,7418.6825,1184.525,258.1275,624.235,1007.835,1621.79,2478.64,3633.4425
G0202200,7987.65,4.035,176.47,773.56,1428.4675,1886.1675,2883.1925,4473.4325
G0202300,8386.845,57.6,1100.2575,1556.18,2210.9975,2838.6875,4136.3925,5674.7875
G0202400,12661.6275,221.1,7241.63,8294.445,9181.6275,9851.2375,10549.04,11097.6575
G0202610,9159.01,12.295,203.725,503.28,1181.9125,2400.94,5377.76,6859.3525
G0202700,11704.5575,12.365,3091.8075,4275.94,5458.4625,6762.8425,8418.6175,9716.71
G0202750,8041.945,38.56,376.3,816.915,1383.85,2155.6975,3123.2075,4825.3675
G0202820,8998.125,7.0275,631.0975,1155.9375,1952.005,2763.1775,4581.9075,6320.4625
G0202900,13475.1725,61.8725,7053.615,8067.22,9009.4725,9986.21,11233.7225,12004.5775
G0400010,6504.8325,897.0975,576.075,1269.095,2085.85,2824.7025,3761.3725,4710.76
G0400030,2785.1175,2318.6025,0,1.8775,109.335,283.645,695.2625,1229.855
G0400050,7392.4925,532.1075,507.7725,1170.1725,2052.42,3032.5875,4290.885,5441.4475
G0400070,4553.86,1374.9175,33.5925,125.48,379.73,748.385,1536.7075,2517.7375
G0400090,2278.5,3217.92,0,0,34.5125,123.0425,379.0175,823.015
G0400110,2278.5,3217.92,0,0,34.5125,123.0425,379.0175,823.015
G0400120,1133.265,5030.6475,0,0,0,0,1.2925,61.735
G0400130,1253.7675,4847.145,0,0,0,0,0,77.99
G0400150,3294.43,2826.37,0,5.715,91.475,303.65,767.16,1458.085
G0400170,4932.185,1659.4325,81.2725,371.415,876.895,1441.3875,2248.3425,3190.5475
G0400190,1952.28,3319.365,0,0,0,18.495,151.95,447.24
G0400210,1834.6125,4214.8875,0,0,1.75,32.76,132.92,347.55
G0400230,2785.1175,2318.6025,0,1.8775,109.335,283.645,695.2625,1229.855
G0400250,4553.86,1374.9175,33.5925,125.48,379.73,748.385,1536.7075,2517.7375
G0400270,835.26,4734.72,0,0,0,0,0,5.4725
G0500010,3005.7975,2199.39,0,15.2375,107.185,253.3475,682.43,1385.915
G0500030,2542.52,2432.9825,0,3.755,127.7975,355.8525,611.8725,1030.5325
G0500050,3899.4725,1729.9325,88.3525,265.895,526.325,895.055,1410.785,2217.895
G0500070,4540.4875,1623.3325,84.025,315.13,591,998.5925,1825.04,2740.6375
G0500090,3998.56,1694.035,75.4225,351.64,754.4625,1063.4925,1542.905,2288.675
G0500110,3478.895,2463.2075,2.0875,108.7775,416.16,812.7375,1407.8025,2068.4125
G0500130,2945.605,2621.6425,0,19.54,96.9625,282.42,738.0825,1388.7325
G0500150,3998.56,1694.035,75.4225,351.64,754.4625,1063.4925,1542.905,2288.675
G0500170,2613.9175,2568.3775,0,1.9,31.74,232.065,540.3975,1094.375
G0500190,3373.3975,2163.715,8.575,95.9425,313.455,624.83,1177.0825,1817.5975
G0500210,3884.6975,1833.485,44.6,197.8925,415.3075,777.0225,1385.915,2204.775
G0500230,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0500250,3478.895,2463.2075,2.0875,108.7775,416.16,812.7375,1407.8025,2068.4125
G0500270,2945.605,2621.6425,0,19.54,96.9625,282.42,738.0825,1388.7325
G0500290,3630.1325,2140.1375,136.43,405.8375,758.0025,1094.795,1678.6775,2245.12
G0500310,4317.215,2022.8225,167.175,516.385,998.7125,1514.095,2349.5525,3059.83
G0500330,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G0500350,3120.37,2270.62,30.4775,146.26,313.4725,600.8925,1044.6225,1588.34
G0500370,4317.215,2022.8225,167.175,516.385,998.7125,1514.095,2349.5525,3059.83
G0500390,3478.895,2463.2075,2.0875,108.7775,416.16,812.7375,1407.8025,2068.4125
G0500410,2613.9175,2568.3775,0,1.9,31.74,232.065,540.3975,1094.375
G0500430,3478.895,2463.2075,2.0875,108.7775,416.16,812.7375,1407.8025,2068.4125
G0500450,3630.1325,2140.1375,136.43,405.8375,758.0025,1094.795,1678.6775,2245.12
G0500470,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G0500490,3899.4725,1729.9325,88.3525,265.895,526.325,895.055,1410.785,2217.895
G0500510,3373.3975,2163.715,8.575,95.9425,313.455,624.83,1177.0825,1817.5975
G0500530,3344.1725,2183.5775,113.8575,218.7975,414.625,714.69,1196.04,1856.5475
G0500550,4317.215,2022.8225,167.175,516.385,998.7125,1514.095,2349.5525,3059.83
G0500570,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G0500590,3373.3975,2163.715,8.575,95.9425,313.455,624.83,1177.0825,1817.5975
G0500610,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G0500630,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0500650,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0500670,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0500690,3478.895,2463.2075,2.0875,108.7775,416.16,812.7375,1407.8025,2068.4125
G0500710,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G0500730,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G0500750,3884.6975,1833.485,44.6,197.8925,415.3075,777.0225,1385.915,2204.775
G0500770,3005.7975,2199.39,0,15.2375,107.185,253.3475,682.43,1385.915
G0500790,3478.895,2463.2075,2.0875,108.7775,416.16,812.7375,1407.8025,2068.4125
G0500810,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G0500830,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G0500850,3630.1325,2140.1375,136.43,405.8375,758.0025,1094.795,1678.6775,2245.12
G0500870,4203.6375,1652.7,296.115,519.2,874.555,1403.4675,1841.14,2396.8575
G0500890,3899.4725,1729.9325,88.3525,265.895,526.325,895.055,1410.785,2217.895
G0500910,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G0500930,3805.8825,1983.5625,305.53,489.2075,722.0775,1050.3825,1543.2275,2090.765
G0500950,3005.7975,2199.39,0,15.2375,107.185,253.3475,682.43,1385.915
G0500970,3373.3975,2163.715,8.575,95.9425,313.455,624.83,1177.0825,1817.5975
G0500990,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G0501010,3998.56,1694.035,75.4225,351.64,754.4625,1063.4925,1542.905,2288.675
G0501030,2945.605,2621.6425,0,19.54,96.9625,282.42,738.0825,1388.7325
G0501050,3344.1725,2183.5775,113.8575,218.7975,414.625,714.69,1196.04,1856.5475
G0501070,3005.7975,2199.39,0,15.2375,107.185,253.3475,682.43,1385.915
G0501090,3373.3975,2163.715,8.575,95.9425,313.455,624.83,1177.0825,1817.5975
G0501110,4317.215,2022.8225,167.175,516.385,998.7125,1514.095,2349.5525,3059.83
G0501130,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G0501150,3373.3975,2163.715,8.575,95.9425,313.455,624.83,1177.0825,1817.5975
G0501170,3005.7975,2199.39,0,15.2375,107.185,253.3475,682.43,1385.915
G0501190,3344.1725,2183.5775,113.8575,218.7975,414.625,714.69,1196.04,1856.5475
G0501210,3884.6975,1833.485,44.6,197.8925,415.3075,777.0225,1385.915,2204.775
G0501230,3120.37,2270.62,30.4775,146.26,313.4725,600.8925,1044.6225,1588.34
G0501250,3344.1725,2183.5775,113.8575,218.7975,414.625,714.69,1196.04,1856.5475
G0501270,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G0501290,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0501310,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G0501330,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G0501350,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0501370,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0501390,2945.605,2621.6425,0,19.54,96.9625,282.42,738.0825,1388.7325
G0501410,3630.1325,2140.1375,136.43,405.8375,758.0025,1094.795,1678.6775,2245.12
G0501430,3863.8775,1885.055,226.8575,585.0275,935.425,1244.2625,1698.89,2286.2775
G0501450,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0501470,3888.9775,1809.6175,197.395,437.0625,739.9975,1108.3725,1507.54,2116.83
G0501490,3373.3975,2163.715,8.575,95.9425,313.455,624.83,1177.0825,1817.5975
G0600010,2801.205,471.9675,0,0,0,1.465,36.97,159.0375
G0600030,8172.6475,446.08,426.215,1089.01,2064.545,3366.84,4924.635,6301.995
G0600050,8172.6475,446.08,426.215,1089.01,2064.545,3366.84,4924.635,6301.995
G0600070,3042.835,1814.4625,0,0,0,10.675,117.47,534.14
G0600090,8172.6475,446.08,426.215,1089.01,2064.545,3366.84,4924.635,6301.995
G0600110,3042.835,1814.4625,0,0,0,10.675,117.47,534.14
G0600130,3176.99,991.1225,0,0,0,0,47.9575,438.12
G0600150,4918.8275,1.2875,0,0,0,0,12.8575,305.1525
G0600170,8172.6475,446.08,426.215,1089.01,2064.545,3366.84,4924.635,6301.995
G0600190,2652.695,2367.8375,0,0,0,18.465,161.355,602.6975
G0600210,3164.05,2150.3125,0,0,0,6.01,137.5925,614.6825
G0600230,5005.195,18.445,0,0,0,13.845,189.4725,839.5825
G0600250,1272.83,4581.2825,0,0,0,0,5.2,75.53
G0600270,4546.795,1928.095,4.295,151.5375,498.1075,895.8025,1627.0575,2523.1775
G0600290,2357.5275,2471.0925,0,0,0,0,29.0875,320.7325
G0600310,3041.7975,2126.805,0,0,1.675,75.0025,352.21,941.9575
G0600330,3782.1725,759.5,0,0,0,25.805,168.6975,504.63
G0600350,6943.62,919.1475,207.0175,587.7925,1372.7325,2149.7425,3586.9575,4971.335
G0600370,1628.3625,636.0525,0,0,5.2725,8.3225,12.515,23.9475
G0600390,2652.695,2367.8375,0,0,0,18.465,161.355,602.6975
G0600410,3767.2575,499.845,0,0,1.705,16.88,146.4675,626.875
G0600430,2849.26,1874.785,0,0,0,27.24,128.1975,437.55
G0600450,3844.3875,1241.3775,0,0,6.7,60.9,314.7,982.015
G0600470,2849.26,1874.785,0,0,0,27.24,128.1975,437.55
G0600490,6943.62,919.1475,207.0175,587.7925,1372.7325,2149.7425,3586.9575,4971.335
G0600510,4546.795,1928.095,4.295,151.5375,498.1075,895.8025,1627.0575,2523.1775
G0600530,3472.2575,243.185,0,0,0,3.0425,35.5025,317.63
G0600550,3767.2575,499.845,0,0,1.705,16.88,146.4675,626.875
G0600570,8448.4,559.57,698.4125,1237.8575,2270.3025,3528.9625,5061.0075,6496.91
G0600590,1487.8,750.355,0,0,0,0,0,6.8475
G0600610,3013.0625,2032.37,0,0,30.675,81.735,294.715,766.16
G0600630,8448.4,559.57,698.4125,1237.8575,2270.3025,3528.9625,5061.0075,6496.91
G0600650,2711.3875,2003.575,0,0,6.85,36.245,155.0275,531.9725
G0600670,3224.11,1392.4525,0,0,0,13.5675,93.69,496.36
G0600690,3472.2575,243.185,0,0,0,3.0425,35.5025,317.63
G0600710,2231.9475,1654.995,0,0,0,3.125,34.15,188.2275
G0600730,2275.605,840.0975,0,0,0,0,1.3,40.315
G0600750,3191.3,208.7975,0,0,0,0,0,60.77
G0600770,3097.175,1661.6525,0,0,0,13.8075,201.5175,606.94
G0600790,3219.97,536.38,0,0,0,0,67.545,418.575
G0600810,3191.3,208.7975,0,0,0,0,0,60.77
G0600830,2694.67,332.6275,0,0,0,0,10.4975,234.5575
G0600850,2866.505,600.1025,0,0,0,0,22.2425,297.7225
G0600870,2866.505,600.1025,0,0,0,0,22.2425,297.7225
G0600890,3039,2073.495,0,0,0,31.8075,193.28,721.2675
G0600910,8448.4,559.57,698.4125,1237.8575,2270.3025,3528.9625,5061.0075,6496.91
G0600930,5569.775,987.605,12.9375,71.58,401.3575,1008.1,1971.595,3160.52
G0600950,3203.9575,1451.455,0,0,1.675,57.025,254.175,685.14
G0600970,3782.1725,759.5,0,0,0,25.805,168.6975,504.63
G0600990,2683.605,1747.6875,0,0,0,1.5025,57.25,269.2675
G0601010,3042.835,1814.4625,0,0,0,10.675,117.47,534.14
G0601030,3164.05,2150.3125,0,0,0,6.01,137.5925,614.6825
G0601050,3039,2073.495,0,0,0,31.8075,193.28,721.2675
G0601070,3433.345,1921.0075,0,0,57.5175,198.3425,623.16,1212.98
G0601090,8172.6475,446.08,426.215,1089.01,2064.545,3366.84,4924.635,6301.995
G0601110,2423.07,612.7125,0,0,0,0,14.8925,185.8
G0601130,3180.34,1582.675,0,0,0,7.565,243.44,679.0775
G0601150,3042.835,1814.4625,0,0,0,10.675,117.47,534.14
G0800010,6476.59,1012.5775,735.2825,1312.7975,1933.9025,2608.2225,3735.03,4665.9925
G0800030,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0800050,6476.59,1012.5775,735.2825,1312.7975,1933.9025,2608.2225,3735.03,4665.9925
G0800070,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0800090,5133.265,1433.62,205.2,592.95,1166.35,1791.0075,2552.7525,3388.4625
G0800110,5639.1475,1597.8475,218.825,679.76,1463.8725,2313.025,3178.4525,4001.245
G0800130,6216.225,938.16,688.48,986.6775,1496.0675,2220.975,3221.2825,4225.14
G0800140,6420.5875,788.4175,512.4925,982.265,1624.1125,2334.355,3408.45,4441.6425
G0800150,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0800170,6058.84,1542.595,511.27,1130.5625,1850.6525,2720.185,3784.11,4641.2675
G0800190,10332.78,89.7825000000001,2051.4175,3384.685,4858.39,6077.155,7378.36,8437.3875
G0800210,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0800230,7324.34,666.455,765.1425,1520.7525,2476.265,3385.015,4577.3925,5561.455
G0800250,5639.1475,1597.8475,218.825,679.76,1463.8725,2313.025,3178.4525,4001.245
G0800270,5728.7525,1363.3325,585.18,1047.02,1772.33,2461.9575,3350.7625,4103.8825
G0800290,6433.3925,1071.56,649.64,1187.5375,1841.24,2751.5225,3813.2775,4731.03
G0800310,6476.59,1012.5775,735.2825,1312.7975,1933.9025,2608.2225,3735.03,4665.9925
G0800330,6516.9125,1095.89,403.9775,1037.7525,1760.1525,2525.3525,3677.2375,4717.595
G0800350,6476.59,1012.5775,735.2825,1312.7975,1933.9025,2608.2225,3735.03,4665.9925
G0800370,8515.4175,558.8925,1781.0275,2657.28,3627.7375,4648.425,5851.3775,6753.1275
G0800390,6476.59,1012.5775,735.2825,1312.7975,1933.9025,2608.2225,3735.03,4665.9925
G0800410,6485.3925,800.13,543.4375,1248.88,2064.665,2673.4475,3598.16,4597.0725
G0800430,6485.3925,800.13,543.4375,1248.88,2064.665,2673.4475,3598.16,4597.0725
G0800450,6544.6675,1098.3925,721.695,1167.1025,1893.5575,2676.5175,3919.0625,4844.1525
G0800470,10332.78,89.7825000000001,2051.4175,3384.685,4858.39,6077.155,7378.36,8437.3875
G0800490,10332.78,89.7825000000001,2051.4175,3384.685,4858.39,6077.155,7378.36,8437.3875
G0800510,9612.695,320.1275,2693.385,3768.675,4940.35,5906.785,7017.305,7936.5625
G0800530,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0800550,5728.7525,1363.3325,585.18,1047.02,1772.33,2461.9575,3350.7625,4103.8825
G0800570,8514.795,487.275,1234.2825,2481.67,3583.0425,4623.4425,5887.045,6899.66
G0800590,6420.5875,788.4175,512.4925,982.265,1624.1125,2334.355,3408.45,4441.6425
G0800610,6058.84,1542.595,511.27,1130.5625,1850.6525,2720.185,3784.11,4641.2675
G0800630,6492.875,1007.345,695.3975,1214.635,1940.96,2680.55,3845.47,4781.7975
G0800650,10332.78,89.7825000000001,2051.4175,3384.685,4858.39,6077.155,7378.36,8437.3875
G0800670,7460.4325,729.025,987.2475,1790.3525,2719.7575,3655.2425,4769.8325,5764.16
G0800690,7347.575,765.905,1490.61,2023.915,2644.3,3441.1675,4392.3875,5424.025
G0800710,5757.49,1077.4825,496.2475,870.0875,1396.5325,2186.405,3169.7925,3989.3075
G0800730,7112.74,746.68,974.23,1739.32,2601.6075,3492.83,4492.9675,5376.82
G0800750,6492.875,1007.345,695.3975,1214.635,1940.96,2680.55,3845.47,4781.7975
G0800770,5579.5025,1452.1775,113.0475,552.8175,1204.59,1994.2925,3074.1225,4053.87
G0800790,9612.695,320.1275,2693.385,3768.675,4940.35,5906.785,7017.305,7936.5625
G0800810,9125.215,619.795,2752.0025,3873.6125,4830.6825,5545.8025,6555.1325,7488.7
G0800830,6516.9125,1095.89,403.9775,1037.7525,1760.1525,2525.3525,3677.2375,4717.595
G0800850,6433.3925,1071.56,649.64,1187.5375,1841.24,2751.5225,3813.2775,4731.03
G0800870,6492.875,1007.345,695.3975,1214.635,1940.96,2680.55,3845.47,4781.7975
G0800890,5639.1475,1597.8475,218.825,679.76,1463.8725,2313.025,3178.4525,4001.245
G0800910,8515.4175,558.8925,1781.0275,2657.28,3627.7375,4648.425,5851.3775,6753.1275
G0800930,10332.78,89.7825000000001,2051.4175,3384.685,4858.39,6077.155,7378.36,8437.3875
G0800950,6492.875,1007.345,695.3975,1214.635,1940.96,2680.55,3845.47,4781.7975
G0800970,8705.8875,382.7325,1205.68,2332.8025,3467.43,4515.0075,5756.8625,6884.69
G0800990,6058.84,1542.595,511.27,1130.5625,1850.6525,2720.185,3784.11,4641.2675
G0801010,5728.7525,1363.3325,585.18,1047.02,1772.33,2461.9575,3350.7625,4103.8825
G0801030,9125.215,619.795,2752.0025,3873.6125,4830.6825,5545.8025,6555.1325,7488.7
G0801050,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0801070,8514.795,487.275,1234.2825,2481.67,3583.0425,4623.4425,5887.045,6899.66
G0801090,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0801110,9015.265,434.1475,2816.2975,3839.525,4679.48,5365.51,6277.66,7237.94
G0801130,6433.3925,1071.56,649.64,1187.5375,1841.24,2751.5225,3813.2775,4731.03
G0801150,6492.875,1007.345,695.3975,1214.635,1940.96,2680.55,3845.47,4781.7975
G0801170,10332.78,89.7825000000001,2051.4175,3384.685,4858.39,6077.155,7378.36,8437.3875
G0801190,6485.3925,800.13,543.4375,1248.88,2064.665,2673.4475,3598.16,4597.0725
G0801210,6492.875,1007.345,695.3975,1214.635,1940.96,2680.55,3845.47,4781.7975
G0801230,7362.4,833.3425,1105.04,1941.5225,2801.7425,3711.175,4751.665,5586.995
G0801250,6492.875,1007.345,695.3975,1214.635,1940.96,2680.55,3845.47,4781.7975
G0900010,6222.745,705.0775,891.2125,1264.1325,1798.71,2473.84,3353.8125,4230.73
G0900030,5658.645,785.505,628.1825,1027.045,1493.9875,1902.635,2699.8775,3644.655
G0900050,6512.92,672.0775,635.645,1189.095,1965.8425,2635.55,3569.725,4596.98
G0900070,5658.645,785.505,628.1825,1027.045,1493.9875,1902.635,2699.8775,3644.655
G0900090,5541.8575,755.6575,246.3125,507.685,849.37,1442.95,2471.605,3404.36
G0900110,5695.6125,518.9475,225.7975,507.85,882.4975,1435.6075,2365.095,3394.705
G0900130,5658.645,785.505,628.1825,1027.045,1493.9875,1902.635,2699.8775,3644.655
G0900150,7274.9075,492.2675,1103.68,1757.2675,2678.9325,3560.6625,4638.6625,5625.1275
G1000010,5104.6975,1132.78,320.265,714.4575,1246.16,1699.9,2438.8775,3249.8225
G1000030,5207.9575,1227.22,314.6475,618.0725,1092.54,1612.185,2500.705,3363.3775
G1000050,4039.2575,1497.9125,27.925,131.2875,402.105,838.0075,1488.7175,2134.15
G1100010,4369.69,1606.4275,75.5275,291.955,581.3625,874.905,1502.975,2400.065
