in.county,hdd,cdd,switchover_lt15,switchover_lt20,switchover_lt25,switchover_lt30,switchover_lt35,switchover_lt40
G4800250,1128.815,3349.0775,0,0,0,7.835,29.4075,133.6825
G4800270,2391.155,2837.165,10.61,53.58,249.665,487.16,817.0475,1249.5275
G4800290,1751.05,3103.3975,0,1.8775,27.595,62.09,220.255,588.405
G4800310,1949.1375,2977.8,0,71.185,157.115,208.6925,302.585,655.325
G4800330,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4800350,2497.4275,2818.57,2.125,40.86,105.77,240.0025,568.3675,1070.8725
G4800370,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G4800390,1179.6425,2984.93,0,0,0,0,6.4325,101.5325
G4800410,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4800430,3704.74,1688.5675,144.1825,211.3775,347.7725,629.8425,1120.34,1816.435
G4800450,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4800470,1118.89,3460.5025,0,0,5.0175,9.6675,28.31,104.2225
G4800490,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4800510,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4800530,2360.4825,2915.1,16.8575,59.6475,230.325,508.52,765.8825,1192.9225
G4800550,1516.4175,2940.1275,0,0,8.3375,58.0825,157.1225,362.04
G4800570,1487.0675,3073.0325,0,0,3.335,70.7725,287.35,596.3
G4800590,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4800610,936.32,3798.47,0,0,0,0,15.9225,107.2025
G4800630,2404.99,2576.785,0,0,3.335,115.3125,398.285,768.005
G4800650,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4800670,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G4800690,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4800710,1592.06,2993.18,0,0,11.89,99.2875,296.54,537.04
G4800730,2146.9375,2553.625,0,17.43,65.53,144.2875,347.52,761.485
G4800750,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4800770,3177.695,2520.365,15.625,78.855,296.73,621.7325,1025.12,1588.47
G4800790,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4800810,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4800830,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4800850,2913.8625,2977.6125,24.065,99.7175,358.0725,613.735,1124.485,1566.4725
G4800870,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4800890,1501.085,3069.26,0,0,22.6375,66.23,151.76,376.5575
G4800910,1982.85,3167.9625,0,7.5925,53.5075,234.9725,538.3675,868.24
G4800930,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4800950,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4800970,2966.9675,2584.475,24.35,72.63,201.9525,426.6625,861.1275,1480.87
G4800990,2413.9825,3115.0075,0,0,71.865,259.825,682.4075,1115.81
G4801010,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4801030,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4801050,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4801070,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4801090,3704.74,1688.5675,144.1825,211.3775,347.7725,629.8425,1120.34,1816.435
G4801110,5524.6825,1340.155,199.1,552.1625,1119.8625,2074.175,3063.4325,3863.1425
G4801130,2508.41,3457.55,0,5.6325,72.945,224.2,462.6,992.64
G4801150,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4801170,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4801190,3290.735,2188.025,46.86,198.81,422.6675,744.38,1233.01,1839.89
G4801210,2567.245,2830.48,15.295,42.87,122.5825,286.115,560.8025,1127.51
G4801230,1501.085,3069.26,0,0,22.6375,66.23,151.76,376.5575
G4801250,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4801270,1206.17,3914.69,0,0,12.115,36.5075,113.63,244.1675
G4801290,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4801310,1142.055,3897.75,0,0,0,7.535,139.3775,306.5225
G4801330,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4801350,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4801370,1208.95,4117.0375,0,0,0,0,20.635,154.9275
G4801390,2170.5425,3081.245,19.635,51.3925,132.795,299.88,468.1725,868.34
G4801410,2677.11,2446.335,0,0,23.585,124.9675,381.975,936.3075
G4801430,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4801450,2590.49,2799.29,89.8825,160.3225,334.8275,587.7425,918.455,1323.8725
G4801470,2969.0725,2592.7825,0,75.72,341.14,688.575,1207.73,1651.985
G4801490,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4801510,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4801530,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4801550,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4801570,1179.6425,2984.93,0,0,0,0,6.4325,101.5325
G4801590,3290.735,2188.025,46.86,198.81,422.6675,744.38,1233.01,1839.89
G4801610,2497.4275,2818.57,2.125,40.86,105.77,240.0025,568.3675,1070.8725
G4801630,1206.17,3914.69,0,0,12.115,36.5075,113.63,244.1675
G4801650,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4801670,1592.06,2993.18,0,0,11.89,99.2875,296.54,537.04
G4801690,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4801710,1751.05,3103.3975,0,1.8775,27.595,62.09,220.255,588.405
G4801730,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4801750,1501.085,3069.26,0,0,22.6375,66.23,151.76,376.5575
G4801770,1982.85,3167.9625,0,7.5925,53.5075,234.9725,538.3675,868.24
G4801790,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4801810,2913.8625,2977.6125,24.065,99.7175,358.0725,613.735,1124.485,1566.4725
G4801830,2404.99,2576.785,0,0,3.335,115.3125,398.285,768.005
G4801850,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4801870,1982.85,3167.9625,0,7.5925,53.5075,234.9725,538.3675,868.24
G4801890,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4801910,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4801930,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4801950,5524.6825,1340.155,199.1,552.1625,1119.8625,2074.175,3063.4325,3863.1425
G4801970,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4801990,1565.6125,2852.56,0,0,0,32.7525,130.245,413.24
G4802010,1686.445,3017.3125,0,0,20.82,55.075,197.185,500.485
G4802030,2580.2775,2495.8875,4.25,48.43,141.7825,317.0325,652.165,1159.27
G4802050,5524.6825,1340.155,199.1,552.1625,1119.8625,2074.175,3063.4325,3863.1425
G4802070,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4802090,1516.4175,2940.1275,0,0,8.3375,58.0825,157.1225,362.04
G4802110,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4802130,2555.745,2421.945,0,7.51,82.325,263.58,575.7175,1075.025
G4802150,953.295,3790.4175,0,0,0,1.5025,14.005,83.085
G4802170,2497.4275,2818.57,2.125,40.86,105.77,240.0025,568.3675,1070.8725
G4802190,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4802210,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4802230,2969.0725,2592.7825,0,75.72,341.14,688.575,1207.73,1651.985
G4802250,2146.9375,2553.625,0,17.43,65.53,144.2875,347.52,761.485
G4802270,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4802290,2677.11,2446.335,0,0,23.585,124.9675,381.975,936.3075
G4802310,2969.0725,2592.7825,0,75.72,341.14,688.575,1207.73,1651.985
G4802330,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4802350,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4802370,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4802390,1501.085,3069.26,0,0,22.6375,66.23,151.76,376.5575
G4802410,1565.6125,2852.56,0,0,0,32.7525,130.245,413.24
G4802430,3704.74,1688.5675,144.1825,211.3775,347.7725,629.8425,1120.34,1816.435
G4802450,1565.6125,2852.56,0,0,0,32.7525,130.245,413.24
G4802470,1142.055,3897.75,0,0,0,7.535,139.3775,306.5225
G4802490,1142.055,3897.75,0,0,0,7.535,139.3775,306.5225
G4802510,2334.725,2759.0375,2.095,62.2175,106.575,168.7825,369.2175,767.3675
G4802530,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4802550,1691.7825,3060.8475,0,1.9,27.85,57.02,160.1575,480.0325
G4802570,2969.0725,2592.7825,0,75.72,341.14,688.575,1207.73,1651.985
G4802590,1751.05,3103.3975,0,1.8775,27.595,62.09,220.255,588.405
G4802610,1118.89,3460.5025,0,0,5.0175,9.6675,28.31,104.2225
G4802630,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4802650,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4802670,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4802690,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4802710,1208.95,4117.0375,0,0,0,0,20.635,154.9275
G4802730,1118.89,3460.5025,0,0,5.0175,9.6675,28.31,104.2225
G4802750,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4802770,3290.735,2188.025,46.86,198.81,422.6675,744.38,1233.01,1839.89
G4802790,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4802810,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4802830,1206.17,3914.69,0,0,12.115,36.5075,113.63,244.1675
G4802850,1501.085,3069.26,0,0,22.6375,66.23,151.76,376.5575
G4802870,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4802890,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4802910,1686.445,3017.3125,0,0,20.82,55.075,197.185,500.485
G4802930,2497.4275,2818.57,2.125,40.86,105.77,240.0025,568.3675,1070.8725
G4802950,4435.13,2213.9,233.72,634.16,1138.4775,1708.015,2307.6475,2959.895
G4802970,1142.055,3897.75,0,0,0,7.535,139.3775,306.5225
G4802990,2125.2275,3078.3275,10.6325,26.1175,238.775,448.465,772.2675,1047.9125
G4803010,2721.655,3154.5475,8.575,90.1525,226.3025,453.2975,756.8325,1232.83
G4803030,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4803050,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4803070,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4803090,2497.4275,2818.57,2.125,40.86,105.77,240.0025,568.3675,1070.8725
G4803110,1142.055,3897.75,0,0,0,7.535,139.3775,306.5225
G4803130,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4803150,2580.2775,2495.8875,4.25,48.43,141.7825,317.0325,652.165,1159.27
G4803170,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4803190,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4803210,1487.0675,3073.0325,0,0,3.335,70.7725,287.35,596.3
G4803230,1208.95,4117.0375,0,0,0,0,20.635,154.9275
G4803250,1892.9675,2890.0175,0,0,15.4125,75.6,305.4,649.57
G4803270,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4803290,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4803310,2515.33,2852.14,14.98,73.225,259.1775,553.7225,904.36,1309.325
G4803330,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4803350,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4803370,2966.9675,2584.475,24.35,72.63,201.9525,426.6625,861.1275,1480.87
G4803390,1574.775,3040.38,0,0,0,6.175,126.0475,381.8325
G4803410,5524.6825,1340.155,199.1,552.1625,1119.8625,2074.175,3063.4325,3863.1425
G4803430,2601.9525,2531.8725,0,0,43.75,133.34,422.6025,980.09
G4803450,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4803470,2537.01,2391.93,19.35,75.3125,214.7725,537.49,959.8525,1338.5825
G4803490,2170.5425,3081.245,19.635,51.3925,132.795,299.88,468.1725,868.34
G4803510,1964.03,2777.18,0,0,6.8425,87.9675,321.87,725.2125
G4803530,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4803550,684.66,3689.205,0,0,0,0,3.9,55.5325
G4803570,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4803590,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4803610,1565.6125,2852.56,0,0,0,32.7525,130.245,413.24
G4803630,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4803650,2580.2775,2495.8875,4.25,48.43,141.7825,317.0325,652.165,1159.27
G4803670,2334.725,2759.0375,2.095,62.2175,106.575,168.7825,369.2175,767.3675
G4803690,4898.725,1673.9425,126.6375,430.135,943.3575,1583.1,2352.8725,3176.4875
G4803710,2721.655,3154.5475,8.575,90.1525,226.3025,453.2975,756.8325,1232.83
G4803730,2146.9375,2553.625,0,17.43,65.53,144.2875,347.52,761.485
G4803750,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4803770,3704.74,1688.5675,144.1825,211.3775,347.7725,629.8425,1120.34,1816.435
G4803790,2969.0725,2592.7825,0,75.72,341.14,688.575,1207.73,1651.985
G4803810,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4803830,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4803850,1892.9675,2890.0175,0,0,15.4125,75.6,305.4,649.57
G4803870,3290.735,2188.025,46.86,198.81,422.6675,744.38,1233.01,1839.89
G4803890,2721.655,3154.5475,8.575,90.1525,226.3025,453.2975,756.8325,1232.83
G4803910,770,3555.23,0,0,0,0,5.11,49.595
G4803930,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4803950,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4803970,2969.0725,2592.7825,0,75.72,341.14,688.575,1207.73,1651.985
G4803990,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4804010,2404.99,2576.785,0,0,3.335,115.3125,398.285,768.005
G4804030,2146.9375,2553.625,0,17.43,65.53,144.2875,347.52,761.485
G4804050,2537.01,2391.93,19.35,75.3125,214.7725,537.49,959.8525,1338.5825
G4804070,1686.445,3017.3125,0,0,20.82,55.075,197.185,500.485
G4804090,1128.815,3349.0775,0,0,0,7.835,29.4075,133.6825
G4804110,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4804130,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4804150,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4804170,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4804190,2537.01,2391.93,19.35,75.3125,214.7725,537.49,959.8525,1338.5825
G4804210,5524.6825,1340.155,199.1,552.1625,1119.8625,2074.175,3063.4325,3863.1425
G4804230,2555.745,2421.945,0,7.51,82.325,263.58,575.7175,1075.025
G4804250,2334.725,2759.0375,2.095,62.2175,106.575,168.7825,369.2175,767.3675
G4804270,953.295,3790.4175,0,0,0,1.5025,14.005,83.085
G4804290,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4804310,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4804330,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4804350,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4804370,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4804390,2938.7325,2831.5125,0,11.565,68.19,154.6925,442.675,1032.7725
G4804410,3264.7725,2445.1575,255.2325,440.365,711.3275,971.1075,1291.745,1821.6575
G4804430,3704.74,1688.5675,144.1825,211.3775,347.7725,629.8425,1120.34,1816.435
G4804450,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4804470,3177.695,2520.365,15.625,78.855,296.73,621.7325,1025.12,1588.47
G4804490,3290.735,2188.025,46.86,198.81,422.6675,744.38,1233.01,1839.89
G4804510,2834.645,2469.125,2.125,31.1275,222.565,547.0625,1062.3625,1567.905
G4804530,1949.1375,2977.8,0,71.185,157.115,208.6925,302.585,655.325
G4804550,2146.9375,2553.625,0,17.43,65.53,144.2875,347.52,761.485
G4804570,2146.9375,2553.625,0,17.43,65.53,144.2875,347.52,761.485
G4804590,2404.99,2576.785,0,0,3.335,115.3125,398.285,768.005
G4804610,2914.42,2314.3225,4.4225,45.035,183.415,354.3075,760.095,1365.5025
G4804630,1892.9675,2890.0175,0,0,15.4125,75.6,305.4,649.57
G4804650,1573.58,3271.5275,0,0,0,1.54,46.67,291.36
G4804670,2555.745,2421.945,0,7.51,82.325,263.58,575.7175,1075.025
G4804690,1501.085,3069.26,0,0,22.6375,66.23,151.76,376.5575
G4804710,1574.775,3040.38,0,0,0,6.175,126.0475,381.8325
G4804730,1574.775,3040.38,0,0,0,6.175,126.0475,381.8325
G4804750,2721.655,3154.5475,8.575,90.1525,226.3025,453.2975,756.8325,1232.83
G4804770,1865.2625,2733.17,0,9.4325,31.7175,74.6725,252.7775,543.49
G4804790,1385.2375,4065.7975,0,0,0,33.6625,138.2325,381.5325
G4804810,1487.0675,3073.0325,0,0,3.335,70.7725,287.35,596.3
G4804830,4564.8425,1594.5725,103.7675,260.0725,675.0275,1252.0275,2107.17,2884.525
G4804850,3177.695,2520.365,15.625,78.855,296.73,621.7325,1025.12,1588.47
G4804870,3648.2675,2203.9175,34.305,131.8925,264.6175,569.6975,1084.065,1884.2725
G4804890,742.9375,3769.5775,0,0,0,0,0,30.685
G4804910,2360.4825,2915.1,16.8575,59.6475,230.325,508.52,765.8825,1192.9225
G4804930,1982.85,3167.9625,0,7.5925,53.5075,234.9725,538.3675,868.24
G4804950,2721.655,3154.5475,8.575,90.1525,226.3025,453.2975,756.8325,1232.83
G4804970,2966.9675,2584.475,24.35,72.63,201.9525,426.6625,861.1275,1480.87
G4804990,2555.745,2421.945,0,7.51,82.325,263.58,575.7175,1075.025
G4805010,3845.9425,1938.1675,62.275,229.01,534.7,869.5925,1462.5475,2311.625
G4805030,2693.1075,2643.9225,0,0,56.9925,307.8,640.965,1202.5275
G4805050,1385.2375,4065.7975,0,0,0,33.6625,138.2325,381.5325
G4805070,1206.17,3914.69,0,0,12.115,36.5075,113.63,244.1675
G4900010,6085.4875,1144.495,489.64,940.49,1453.1075,2040.32,3148.025,4236.9725
G4900030,7088.21,1046.8925,433.4375,859.6025,1619.9575,2545.89,3925.9525,5270.5425
G4900050,7088.21,1046.8925,433.4375,859.6025,1619.9575,2545.89,3925.9525,5270.5425
G4900070,7067.2225,942.3025,673.1425,1530.935,2358.8075,3270.1375,4421.575,5395.865
G4900090,8316.1425,533.97,1312.0025,2226.3975,3174.3025,4245.865,5519.0225,6581.8975
G4900110,6224.1975,1198.245,282.76,676.275,1212.595,2105.935,3363.595,4533.4375
G4900130,7067.2225,942.3025,673.1425,1530.935,2358.8075,3270.1375,4421.575,5395.865
G4900150,7067.2225,942.3025,673.1425,1530.935,2358.8075,3270.1375,4421.575,5395.865
G4900170,9229.585,506.2225,1845.7075,2944.605,4227.92,5370.725,6587.465,7670.43
G4900190,5344.37,1660.3025,83.345,515.005,1167.405,1758.1075,2644.1975,3579.035
G4900210,6085.4875,1144.495,489.64,940.49,1453.1075,2040.32,3148.025,4236.9725
G4900230,6086.79,1124.22,108.5725,316.3025,809.1275,1681.805,2933.505,4253.5525
G4900250,9229.585,506.2225,1845.7075,2944.605,4227.92,5370.725,6587.465,7670.43
G4900270,6389.5125,1153.9125,320.55,724.78,1421.2225,2251.2175,3260.1875,4334.5175
G4900290,6224.1975,1198.245,282.76,676.275,1212.595,2105.935,3363.595,4533.4375
G4900310,9229.585,506.2225,1845.7075,2944.605,4227.92,5370.725,6587.465,7670.43
G4900330,8666.0875,473.6875,1142.78,2514.6775,3990.4575,5089.75,6251.4825,7131.2625
G4900350,5572.2,1323.09,60.9325,314.64,761.685,1486.6775,2610.5625,3628.3525
G4900370,5895.905,1245.365,43.46,290.73,794.335,1640.1325,2901.6875,4170.5025
G4900390,6086.79,1124.22,108.5725,316.3025,809.1275,1681.805,2933.505,4253.5525
G4900410,6389.5125,1153.9125,320.55,724.78,1421.2225,2251.2175,3260.1875,4334.5175
G4900430,8666.0875,473.6875,1142.78,2514.6775,3990.4575,5089.75,6251.4825,7131.2625
G4900450,5572.2,1323.09,60.9325,314.64,761.685,1486.6775,2610.5625,3628.3525
G4900470,7067.2225,942.3025,673.1425,1530.935,2358.8075,3270.1375,4421.575,5395.865
G4900490,6086.79,1124.22,108.5725,316.3025,809.1275,1681.805,2933.505,4253.5525
G4900510,8666.0875,473.6875,1142.78,2514.6775,3990.4575,5089.75,6251.4825,7131.2625
G4900530,3003.7025,3126.665,0,0,15.3,95.59,382.465,970.6775
G4900550,5666.9575,1862.26,391.7775,804.255,1319.3375,1947.895,2844.7875,3816.3775
G4900570,6009.1175,1314.9725,124.1525,633.9425,1486.43,2337.91,3258.22,4174.575
G5000010,7455.755,578.81,1390.29,2186.2725,2996.4125,3877.2725,4862.0075,5738.025
G5000030,7659.7675,674.785,1823.9475,2450.815,3325.255,4223.105,5260.6325,6111.56
G5000050,7768.525,477.445,1443.815,2172.845,3040.2875,4006.345,5056.1775,6039.635
G5000070,7455.755,578.81,1390.29,2186.2725,2996.4125,3877.2725,4862.0075,5738.025
G5000090,8911.115,361.5725,2172.71,3114.36,4219.03,5111.5075,6224.915,7204.8225
G5000110,7455.755,578.81,1390.29,2186.2725,2996.4125,3877.2725,4862.0075,5738.025
G5000130,7455.755,578.81,1390.29,2186.2725,2996.4125,3877.2725,4862.0075,5738.025
G5000150,7768.525,477.445,1443.815,2172.845,3040.2875,4006.345,5056.1775,6039.635
G5000170,7768.525,477.445,1443.815,2172.845,3040.2875,4006.345,5056.1775,6039.635
G5000190,7768.525,477.445,1443.815,2172.845,3040.2875,4006.345,5056.1775,6039.635
G5000210,7659.7675,674.785,1823.9475,2450.815,3325.255,4223.105,5260.6325,6111.56
G5000230,7768.525,477.445,1443.815,2172.845,3040.2875,4006.345,5056.1775,6039.635
G5000250,7347.9325,691.69,1385.44,1947.19,2607.4425,3410.325,4495.865,5646.73
G5000270,7518.8775,534.7275,1294.175,1958.165,2517.96,3169.285,4582.015,5747.585
G5100010,3964.5375,1540.4775,8.725,103.2575,426.3275,849.8975,1481.55,2128.79
G5100030,3919.275,1303.23,36.4,198.675,571.135,876.7325,1266.8425,2036.8175
G5100050,6732.285,327.255,1001.8875,1566.12,2321.7125,3069.9675,3916.9525,4740.1
G5100070,4305.3225,1496.4075,105.6925,263.065,539.155,1043.485,1727.615,2496.86
G5100090,4366.7225,1418.9525,91.2725,357.335,654.92,1055.075,1734.8875,2578.595
G5100110,4366.7225,1418.9525,91.2725,357.335,654.92,1055.075,1734.8875,2578.595
G5100130,4369.69,1606.4275,75.5275,291.955,581.3625,874.905,1502.975,2400.065
G5100150,4990.5725,1309.6625,349.235,730.7375,1190.4425,1785.1975,2509.29,3208.325
G5100170,6732.285,327.255,1001.8875,1566.12,2321.7125,3069.9675,3916.9525,4740.1
G5100190,4366.7225,1418.9525,91.2725,357.335,654.92,1055.075,1734.8875,2578.595
G5100210,4692.8925,638.595,253.6025,492.78,941.265,1553.8225,2133.7275,2744.62
G5100230,4412.5975,1280.4175,47.0125,401.8175,804.5625,1297.09,1933.17,2636.0675
G5100250,3828.0025,1633.18,4.2425,122.6325,358.38,726.855,1197.745,1959.3225
G5100270,5064.23,833.2325,379.7825,731.065,1291.5675,1901.0875,2532.7475,3172.875
G5100290,4305.3225,1496.4075,105.6925,263.065,539.155,1043.485,1727.615,2496.86
G5100310,4366.7225,1418.9525,91.2725,357.335,654.92,1055.075,1734.8875,2578.595
G5100330,4805.085,1586.7075,251.1475,611.29,1131.8775,1670.365,2319.285,3040.41
G5100350,5623.9125,681.2775,499.0525,859.37,1595.625,2226.79,2967.2425,3600.7975
G5100360,4043.4675,1642.35,99.4225,223.4975,506.97,896.93,1512.015,2405.01
G5100370,4305.3225,1496.4075,105.6925,263.065,539.155,1043.485,1727.615,2496.86
G5100410,3828.0025,1633.18,4.2425,122.6325,358.38,726.855,1197.745,1959.3225
G5100430,5294.0125,1347.19,326.12,737.3975,1248.1675,1761.795,2613.5375,3362.325
G5100450,4412.5975,1280.4175,47.0125,401.8175,804.5625,1297.09,1933.17,2636.0675
G5100470,5346.5425,1117.2025,362.1325,732.175,1174.7075,1831.5675,2723.6225,3534.7225
G5100490,4305.3225,1496.4075,105.6925,263.065,539.155,1043.485,1727.615,2496.86
G5100510,5064.23,833.2325,379.7825,731.065,1291.5675,1901.0875,2532.7475,3172.875
G5100530,3828.0025,1633.18,4.2425,122.6325,358.38,726.855,1197.745,1959.3225
G5100570,4043.4675,1642.35,99.4225,223.4975,506.97,896.93,1512.015,2405.01
G5100590,4749.0125,1473.605,255.185,609.515,1031.4075,1497.8425,2141.18,2934.97
G5100610,5346.5425,1117.2025,362.1325,732.175,1174.7075,1831.5675,2723.6225,3534.7225
G5100630,5334.6175,916.72,263.41,606.495,1111.53,1887.5925,2793.565,3581.4875
G5100650,3919.275,1303.23,36.4,198.675,571.135,876.7325,1266.8425,2036.8175
G5100670,4412.5975,1280.4175,47.0125,401.8175,804.5625,1297.09,1933.17,2636.0675
G5100690,5294.0125,1347.19,326.12,737.3975,1248.1675,1761.795,2613.5375,3362.325
G5100710,5429.32,854.335,506.97,923,1465.18,2055.4325,2795.205,3510.6625
G5100730,3559.135,1833.1,4.19,77.335,286.8175,549.095,1073.6475,1786.23
G5100750,4043.4675,1642.35,99.4225,223.4975,506.97,896.93,1512.015,2405.01
G5100770,5623.9125,681.2775,499.0525,859.37,1595.625,2226.79,2967.2425,3600.7975
G5100790,3919.275,1303.23,36.4,198.675,571.135,876.7325,1266.8425,2036.8175
