in.county	hdd	cdd	switchover_lt05	switchover_lt10	switchover_lt15	switchover_lt20	switchover_lt25	switchover_lt30	switchover_lt35	switchover_lt40
G3000610	7694.7725	347.2566667	0	172.7925	463.2225	1351.01	2147.905	3105.5525	4487.275	5731.46
G3000630	7694.7725	347.2566667	0	172.7925	463.2225	1351.01	2147.905	3105.5525	4487.275	5731.46
G3000650	7049.78	494.7116667	721.42	984.9575	1278.2375	1815.225	2392.885	3083.7825	4186.4275	5249.27
G3000670	7360.0975	477.3591667	473.245	633.3625	767.18	1212.9875	1883.5	2700.9675	3772.77	5168.5875
G3000690	8227.9175	204.575	576.3075	807.015	1261.2525	2018.8675	2937.31	3779.175	4898.1675	6091.01
G3000710	8380.8525	448.2625	1679.5725	2240.1125	2863.325	3538.7675	4348.1925	4974.8475	5758.0325	6679.0275
G3000730	8306.59	188.7583333	890.5	1146.615	1635.8525	2321.415	3041.195	3898.1925	4950.6225	6048.385
G3000750	7830.4925	581.8458333	1692.005	2022.7825	2377.725	2929.7225	3603.18	4256.225	5205.975	6179.5325
G3000770	9351.675	259.9033333	708.245	1143.975	1802.06	2953.9725	4138.9525	5142.565	6450.36	7614.63
G3000790	8911.1825	518.6841667	1279.5975	2137.8775	3021.5425	3882.0775	4725.6375	5536.9925	6480.7775	7341.965
G3000810	7694.7725	347.2566667	0	172.7925	463.2225	1351.01	2147.905	3105.5525	4487.275	5731.46
G3000830	9636.27	407.9558333	2774.9625	3567.7125	4162.8425	4921.45	5551.405	6377.8475	7356.4025	8119.2675
G3000850	9204.6775	300.3733333	1929.02	2638.75	3396.9825	4474.7675	5397.605	6107.66	6838.915	7513.95
G3000870	7830.4925	581.8458333	1692.005	2022.7825	2377.725	2929.7225	3603.18	4256.225	5205.975	6179.5325
G3000890	8226.6475	282.0541667	210.1425	379.9175	776.595	1682.0375	2819.7025	3906.5575	5214.545	6348.99
G3000910	8787.7625	428.2316667	1380.2775	2052.78	2968.2775	3980.9075	4882.3975	5564.2975	6431.15	7285.4575
G3000930	9351.675	259.9033333	708.245	1143.975	1802.06	2953.9725	4138.9525	5142.565	6450.36	7614.63
G3000950	7049.78	494.7116667	721.42	984.9575	1278.2375	1815.225	2392.885	3083.7825	4186.4275	5249.27
G3000970	7360.0975	477.3591667	473.245	633.3625	767.18	1212.9875	1883.5	2700.9675	3772.77	5168.5875
G3000990	8021.9975	362.4058333	1548.7875	1809.15	2112.585	2596.8275	3140.3725	3682.505	4792.0075	6026.4875
G3001010	8306.59	188.7583333	890.5	1146.615	1635.8525	2321.415	3041.195	3898.1925	4950.6225	6048.385
G3001030	7830.4925	581.8458333	1692.005	2022.7825	2377.725	2929.7225	3603.18	4256.225	5205.975	6179.5325
G3001050	8380.8525	448.2625	1679.5725	2240.1125	2863.325	3538.7675	4348.1925	4974.8475	5758.0325	6679.0275
G3001070	8227.9175	204.575	576.3075	807.015	1261.2525	2018.8675	2937.31	3779.175	4898.1675	6091.01
G3001090	9261.08	415.8775	2701.1525	3341.7075	3972.675	4658.7625	5412.17	5976.27	6854.705	7617.125
G3001110	7049.78	494.7116667	721.42	984.9575	1278.2375	1815.225	2392.885	3083.7825	4186.4275	5249.27
G3100010	6360.035	796.7058333	304.9175	619.555	1116.235	1722.4125	2446.725	3274.5325	4162.305	4854.7975
G3100030	7176.275	716.3383333	985.725	1512.0075	2166.215	2924.1525	3538.935	4169.7575	5010.725	5883.8975
G3100050	6290.3825	767.9025	95.55	250.37	428.525	1054.8625	1887.0675	2754.0375	3721.1225	4733.67
G3100070	7003.525	675.2316667	568.055	959.765	1282.7675	1988.95	2723.395	3429.775	4473.17	5350.03
G3100090	7115.615	562.4733333	574.945	1013.8025	1394.11	2092.1525	2976.305	3692.9125	4655.0125	5477.8475
G3100110	7176.275	716.3383333	985.725	1512.0075	2166.215	2924.1525	3538.935	4169.7575	5010.725	5883.8975
G3100130	7327.825	711.9025	618.895	935.335	1420.1125	2085.1675	2870.59	3636.9375	4629.7875	5591.6975
G3100150	7940.295	602.53	1328.8825	2034.1575	2726.695	3663.225	4509.77	5134.68	5848.065	6430.6725
G3100170	6459.8775	590.2591667	226.095	389.09	651.25	1120.14	1719.3475	2484.945	3630.245	4568.0225
G3100190	6606.88	577.4425	216.59	458.035	744.8625	1351.815	2278.165	3226.76	4205.0575	4990.6075
G3100210	6805.145	694.1483333	903.3075	1313.54	1783.1825	2438.0425	2983.8725	3678.1025	4615.675	5386.3775
G3100230	6831.0375	692.0683333	607.245	1017.9	1443.885	2148.4475	2921.8325	3967.1625	4825.9725	5457.1925
G3100250	6405.9975	742.7741667	517.665	880.14	1385.09	1795.815	2296.95	2958.1075	3916.845	4801.0625
G3100270	7225.5975	705.2625	847.2275	1438.7625	1955.3475	2472.735	3187.51	4173.825	4984.8475	5757.25
G3100290	6290.3825	767.9025	95.55	250.37	428.525	1054.8625	1887.0675	2754.0375	3721.1225	4733.67
G3100310	6816.835	705.4466667	325.0175	683.995	1241.595	2000.9475	2815.6	3546.0125	4373.9725	5232.7725
G3100330	7283.4175	525.8533333	499.24	741.21	1104.0175	1661.34	2514.4025	3429.605	4631.88	5522.69
G3100350	6360.035	796.7058333	304.9175	619.555	1116.235	1722.4125	2446.725	3274.5325	4162.305	4854.7975
G3100370	6831.0375	692.0683333	607.245	1017.9	1443.885	2148.4475	2921.8325	3967.1625	4825.9725	5457.1925
G3100390	7101.5025	634.8433333	688.8075	1076.355	1875.0275	2712.935	3553.8825	4286.815	5105.0125	5797.705
G3100410	7115.615	562.4733333	574.945	1013.8025	1394.11	2092.1525	2976.305	3692.9125	4655.0125	5477.8475
G3100430	6977.83	700.1791667	627.66	1013.14	1638.1325	2569.565	3332.1075	3924.555	4830.7225	5648.15
G3100450	6959.8475	724.4691667	468.5625	755.15	1136.755	1725.7975	2531.855	3262.395	4374.1525	5232.485
G3100470	7115.615	562.4733333	574.945	1013.8025	1394.11	2092.1525	2976.305	3692.9125	4655.0125	5477.8475
G3100490	7283.4175	525.8533333	499.24	741.21	1104.0175	1661.34	2514.4025	3429.605	4631.88	5522.69
G3100510	6977.83	700.1791667	627.66	1013.14	1638.1325	2569.565	3332.1075	3924.555	4830.7225	5648.15
G3100530	7101.5025	634.8433333	688.8075	1076.355	1875.0275	2712.935	3553.8825	4286.815	5105.0125	5797.705
G3100550	6464.4475	828.9475	687.3075	1127.96	1703.795	2372.485	2896.405	3419.605	4261.2225	5077.825
G3100570	6290.3825	767.9025	95.55	250.37	428.525	1054.8625	1887.0675	2754.0375	3721.1225	4733.67
G3100590	6360.035	796.7058333	304.9175	619.555	1116.235	1722.4125	2446.725	3274.5325	4162.305	4854.7975
G3100610	6803.285	582.1841667	409.625	813.8675	1271.8725	1800.695	2543.605	3208.565	4206.0675	5022.885
G3100630	6096.0275	986.1875	207.74	409.22	776.985	1392.5	2198.07	2954.745	3839.5975	4583.0675
G3100650	6803.285	582.1841667	409.625	813.8675	1271.8725	1800.695	2543.605	3208.565	4206.0675	5022.885
G3100670	5841.545	784.8833333	164.2	354.785	517.2325	939.6525	1605.5225	2371.5125	3571.4875	4319.5225
G3100690	7283.4175	525.8533333	499.24	741.21	1104.0175	1661.34	2514.4025	3429.605	4631.88	5522.69
G3100710	6671.3325	685.1	367.0375	585.6275	921.195	1581.7425	2469.6925	3372.52	4309.7375	5168.7875
G3100730	6803.285	582.1841667	409.625	813.8675	1271.8725	1800.695	2543.605	3208.565	4206.0675	5022.885
G3100750	7327.825	711.9025	618.895	935.335	1420.1125	2085.1675	2870.59	3636.9375	4629.7875	5591.6975
G3100770	6671.3325	685.1	367.0375	585.6275	921.195	1581.7425	2469.6925	3372.52	4309.7375	5168.7875
G3100790	6935.58	783.1558333	971.075	1329.745	1956.445	2591.3425	3184.27	3788.0025	4695.565	5553.095
G3100810	6935.58	783.1558333	971.075	1329.745	1956.445	2591.3425	3184.27	3788.0025	4695.565	5553.095
G3100830	6803.285	582.1841667	409.625	813.8675	1271.8725	1800.695	2543.605	3208.565	4206.0675	5022.885
G3100850	6290.3825	767.9025	95.55	250.37	428.525	1054.8625	1887.0675	2754.0375	3721.1225	4733.67
G3100870	6096.0275	986.1875	207.74	409.22	776.985	1392.5	2198.07	2954.745	3839.5975	4583.0675
G3100890	7940.295	602.53	1328.8825	2034.1575	2726.695	3663.225	4509.77	5134.68	5848.065	6430.6725
G3100910	6915.125	627.5858333	289.7525	567.015	1024.7225	1780.1	2665.22	3367.0775	4347.285	5316.0275
G3100930	6935.58	783.1558333	971.075	1329.745	1956.445	2591.3425	3184.27	3788.0025	4695.565	5553.095
G3100950	5841.545	784.8833333	164.2	354.785	517.2325	939.6525	1605.5225	2371.5125	3571.4875	4319.5225
G3100970	5841.545	784.8833333	164.2	354.785	517.2325	939.6525	1605.5225	2371.5125	3571.4875	4319.5225
G3100990	6606.88	577.4425	216.59	458.035	744.8625	1351.815	2278.165	3226.76	4205.0575	4990.6075
G3101010	6290.3825	767.9025	95.55	250.37	428.525	1054.8625	1887.0675	2754.0375	3721.1225	4733.67
G3101030	6459.8775	590.2591667	226.095	389.09	651.25	1120.14	1719.3475	2484.945	3630.245	4568.0225
G3101050	7003.525	675.2316667	568.055	959.765	1282.7675	1988.95	2723.395	3429.775	4473.17	5350.03
G3101070	7225.5975	705.2625	847.2275	1438.7625	1955.3475	2472.735	3187.51	4173.825	4984.8475	5757.25
G3101090	6063.685	876.4233333	307.24	627.4925	995.8525	1643.8175	2316.885	2895.77	3685.1375	4568.395
G3101110	6915.125	627.5858333	289.7525	567.015	1024.7225	1780.1	2665.22	3367.0775	4347.285	5316.0275
G3101130	6915.125	627.5858333	289.7525	567.015	1024.7225	1780.1	2665.22	3367.0775	4347.285	5316.0275
G3101150	7115.615	562.4733333	574.945	1013.8025	1394.11	2092.1525	2976.305	3692.9125	4655.0125	5477.8475
G3101170	6915.125	627.5858333	289.7525	567.015	1024.7225	1780.1	2665.22	3367.0775	4347.285	5316.0275
G3101190	7176.275	716.3383333	985.725	1512.0075	2166.215	2924.1525	3538.935	4169.7575	5010.725	5883.8975
G3101210	6935.58	783.1558333	971.075	1329.745	1956.445	2591.3425	3184.27	3788.0025	4695.565	5553.095
G3101230	7003.525	675.2316667	568.055	959.765	1282.7675	1988.95	2723.395	3429.775	4473.17	5350.03
G3101250	6831.0375	692.0683333	607.245	1017.9	1443.885	2148.4475	2921.8325	3967.1625	4825.9725	5457.1925
G3101270	5986.98	718.5508333	547.14	958.4325	1413.9175	1907.8275	2441.09	3008.825	3759.995	4444.845
G3101290	6360.035	796.7058333	304.9175	619.555	1116.235	1722.4125	2446.725	3274.5325	4162.305	4854.7975
G3101310	6405.9975	742.7741667	517.665	880.14	1385.09	1795.815	2296.95	2958.1075	3916.845	4801.0625
G3101330	5986.98	718.5508333	547.14	958.4325	1413.9175	1907.8275	2441.09	3008.825	3759.995	4444.845
G3101350	6290.3825	767.9025	95.55	250.37	428.525	1054.8625	1887.0675	2754.0375	3721.1225	4733.67
G3101370	6803.285	582.1841667	409.625	813.8675	1271.8725	1800.695	2543.605	3208.565	4206.0675	5022.885
G3101390	7176.275	716.3383333	985.725	1512.0075	2166.215	2924.1525	3538.935	4169.7575	5010.725	5883.8975
G3101410	6831.0375	692.0683333	607.245	1017.9	1443.885	2148.4475	2921.8325	3967.1625	4825.9725	5457.1925
G3101430	6831.0375	692.0683333	607.245	1017.9	1443.885	2148.4475	2921.8325	3967.1625	4825.9725	5457.1925
G3101450	6096.0275	986.1875	207.74	409.22	776.985	1392.5	2198.07	2954.745	3839.5975	4583.0675
G3101470	5986.98	718.5508333	547.14	958.4325	1413.9175	1907.8275	2441.09	3008.825	3759.995	4444.845
G3101490	6459.8775	590.2591667	226.095	389.09	651.25	1120.14	1719.3475	2484.945	3630.245	4568.0225
G3101510	6063.685	876.4233333	307.24	627.4925	995.8525	1643.8175	2316.885	2895.77	3685.1375	4568.395
G3101530	6405.9975	742.7741667	517.665	880.14	1385.09	1795.815	2296.95	2958.1075	3916.845	4801.0625
G3101550	7101.5025	634.8433333	688.8075	1076.355	1875.0275	2712.935	3553.8825	4286.815	5105.0125	5797.705
G3101570	7003.525	675.2316667	568.055	959.765	1282.7675	1988.95	2723.395	3429.775	4473.17	5350.03
G3101590	6063.685	876.4233333	307.24	627.4925	995.8525	1643.8175	2316.885	2895.77	3685.1375	4568.395
G3101610	6959.8475	724.4691667	468.5625	755.15	1136.755	1725.7975	2531.855	3262.395	4374.1525	5232.485
G3101630	6671.3325	685.1	367.0375	585.6275	921.195	1581.7425	2469.6925	3372.52	4309.7375	5168.7875
G3101650	7003.525	675.2316667	568.055	959.765	1282.7675	1988.95	2723.395	3429.775	4473.17	5350.03
G3101670	7176.275	716.3383333	985.725	1512.0075	2166.215	2924.1525	3538.935	4169.7575	5010.725	5883.8975
G3101690	5108.1025	1158.155	385.33	558.805	689.6325	982.1975	1439.1225	1948.875	2667.765	3569.245
G3101710	6459.8775	590.2591667	226.095	389.09	651.25	1120.14	1719.3475	2484.945	3630.245	4568.0225
G3101730	6977.83	700.1791667	627.66	1013.14	1638.1325	2569.565	3332.1075	3924.555	4830.7225	5648.15
G3101750	6671.3325	685.1	367.0375	585.6275	921.195	1581.7425	2469.6925	3372.52	4309.7375	5168.7875
G3101770	6464.4475	828.9475	687.3075	1127.96	1703.795	2372.485	2896.405	3419.605	4261.2225	5077.825
G3101790	7176.275	716.3383333	985.725	1512.0075	2166.215	2924.1525	3538.935	4169.7575	5010.725	5883.8975
G3101810	6360.035	796.7058333	304.9175	619.555	1116.235	1722.4125	2446.725	3274.5325	4162.305	4854.7975
G3101830	6671.3325	685.1	367.0375	585.6275	921.195	1581.7425	2469.6925	3372.52	4309.7375	5168.7875
G3101850	6831.0375	692.0683333	607.245	1017.9	1443.885	2148.4475	2921.8325	3967.1625	4825.9725	5457.1925
G3200010	5530.365	996.9583333	29.06	78.8525	214.4425	543.0475	1154.3	1871.2975	2802.315	3717.5225
G3200030	2482.3875	2579.263333	0	0	0	0	0	17.0075	164.1975	697.0125
G3200050	8448.4	332.4991667	283.72	434.47	698.4125	1237.8575	2270.3025	3528.9625	5061.0075	6496.91
G3200070	7504.25	602.4083333	276.0075	477.4575	783.1625	1454.14	2214.3675	3129.865	4487.23	5744.0775
G3200090	5934.01	794.2033333	0	0	34.42	361.91	970.335	1728.92	2868.5025	3961.205
G3200110	7504.25	602.4083333	276.0075	477.4575	783.1625	1454.14	2214.3675	3129.865	4487.23	5744.0775
G3200130	6535.45	822.4883333	23.3025	122.0525	452.7125	1053.31	1773.6125	2477.5725	3512.385	4557.4175
G3200150	6535.45	822.4883333	23.3025	122.0525	452.7125	1053.31	1773.6125	2477.5725	3512.385	4557.4175
G3200170	6085.4875	712.4558333	122.2575	220.6175	489.64	940.49	1453.1075	2040.32	3148.025	4236.9725
G3200190	5961.49	776.1975	53.09	134.8275	259.5825	664.0725	1257.8475	1889.545	2938.1575	3957.0675
G3200210	5530.365	996.9583333	29.06	78.8525	214.4425	543.0475	1154.3	1871.2975	2802.315	3717.5225
G3200230	3201.23	2026.24	0	0	0	0	18.7475	140.4825	515.0275	1166.2475
G3200270	5667.5575	986.8908333	2.545	50.2875	210.4525	631.8525	1243.485	1848.37	2798.8475	3814.2825
G3200290	5961.49	776.1975	53.09	134.8275	259.5825	664.0725	1257.8475	1889.545	2938.1575	3957.0675
G3200310	5961.49	776.1975	53.09	134.8275	259.5825	664.0725	1257.8475	1889.545	2938.1575	3957.0675
G3200330	7817.935	418.6958333	200.43	488.1525	1035.02	1822.425	2810.5775	3576.58	4743.265	5872.2975
G3205100	5961.49	776.1975	53.09	134.8275	259.5825	664.0725	1257.8475	1889.545	2938.1575	3957.0675
G3300010	7265.5975	293.57	324.195	662.3775	1075.63	1571.8325	2272.2725	3192.69	4534.8425	5659.5575
G3300030	7265.5975	293.57	324.195	662.3775	1075.63	1571.8325	2272.2725	3192.69	4534.8425	5659.5575
G3300050	7347.9325	363.165	604.88	978.785	1385.44	1947.19	2607.4425	3410.325	4495.865	5646.73
G3300070	8911.115	157.0166667	958.6425	1542.4575	2172.71	3114.36	4219.03	5111.5075	6224.915	7204.8225
G3300090	7575.8975	306.1916667	836.595	1314.5425	1765.43	2350.7775	2918.8975	3618.9575	4703.765	5751.84
G3300110	6449.7225	455.6341667	330.3	598.4275	867.925	1355.65	1856.0575	2533.86	3456.1525	4421.5575
G3300130	7513.4375	378.4891667	425.8625	729.89	1212.275	2041.67	2989.8775	3962.4075	5152.1975	6032.68
G3300150	6123.3175	387.1616667	191.5125	338.1025	514.1925	943.445	1393.6775	2015.6625	3051.1675	4213.245
G3300170	6863.2975	369.7058333	121.3575	414.5925	743.595	1175.465	1882.75	2665.93	3942.8975	4971.1075
G3300190	7518.8775	269.6916667	571.8425	927.6525	1294.175	1958.165	2517.96	3169.285	4582.015	5747.585
G3400010	5172.6575	565.8191667	0	0	53.365	401.685	910.9975	1534.535	2515.6675	3374.495
G3400030	4967.6875	453.9366667	15.45	86.475	210.3575	484.05	777.1675	1200.5225	1877.4625	2902.2525
G3400050	4898.97	795.7266667	114.8275	196.0475	344.0425	578.9725	873.125	1325.3075	2139.5525	2975.295
G3400070	4943.5925	729.285	0	35.415	134.0175	378.9125	907.43	1455.6	2347.7375	3263.9025
G3400090	4303.5375	612.9675	0	0	0	32.39	159.1125	569.5425	1133.02	2057.225
G3400110	4746.695	616.755	5.15	14.625	118.485	320.5525	719.78	1238.9225	2042.2825	2824.215
G3400130	5141.1275	762.1975	26.47	101.6675	267.5925	623.455	1169.91	1713.97	2601.4025	3446.6225
G3400150	4943.5925	729.285	0	35.415	134.0175	378.9125	907.43	1455.6	2347.7375	3263.9025
G3400170	5040.0825	662.4475	12.725	60.58	144.2775	472.7525	982.95	1511.0225	2219.8925	3141.1775
G3400190	5096.6175	773.3241667	28.31	135.275	411.45	759.59	1265.495	1793.0575	2429.205	3203.815
G3400210	5096.6175	773.3241667	28.31	135.275	411.45	759.59	1265.495	1793.0575	2429.205	3203.815
G3400230	5141.1275	762.1975	26.47	101.6675	267.5925	623.455	1169.91	1713.97	2601.4025	3446.6225
G3400250	5395.5175	569.8125	2.575	76.85	225.895	611.9125	987.5025	1568.2525	2390.8025	3338.225
G3400270	4967.6875	453.9366667	15.45	86.475	210.3575	484.05	777.1675	1200.5225	1877.4625	2902.2525
G3400290	5395.5175	569.8125	2.575	76.85	225.895	611.9125	987.5025	1568.2525	2390.8025	3338.225
G3400310	5216.84	455.7333333	7.695	57.72	220.7825	525.2375	943.49	1400.8025	2152.2775	3161.06
G3400330	5207.9575	687.6041667	66.6725	167.3	314.6475	618.0725	1092.54	1612.185	2500.705	3363.3775
G3400350	5096.6175	773.3241667	28.31	135.275	411.45	759.59	1265.495	1793.0575	2429.205	3203.815
G3400370	4967.6875	453.9366667	15.45	86.475	210.3575	484.05	777.1675	1200.5225	1877.4625	2902.2525
G3400390	5141.1275	762.1975	26.47	101.6675	267.5925	623.455	1169.91	1713.97	2601.4025	3446.6225
G3400410	5816.2	532.6366667	35.93	143.9225	353.21	838.6525	1561.1475	2211.3425	3249.92	4126.2975
G3500010	4508.7625	892.875	0	0	0	51.81	319.9925	811.905	1680.815	2695.9175
G3500030	5017.15	527.8808333	0	11.7875	77.285	296.58	675.69	1255.0275	1982.22	2938.495
G3500050	3205.59	1519.716667	0	0	0	26.765	195.375	393.86	862.8425	1487.2575
G3500060	4508.7625	892.875	0	0	0	51.81	319.9925	811.905	1680.815	2695.9175
G3500070	7324.34	362.2283333	105.235	329.6825	765.1425	1520.7525	2476.265	3385.015	4577.3925	5561.455
G3500090	4931.8725	1236.298333	0	118.35	251.695	523.46	1123.6575	1629.405	2461.8675	3200.8775
G3500110	4931.8725	1236.298333	0	118.35	251.695	523.46	1123.6575	1629.405	2461.8675	3200.8775
G3500130	3091.2225	1651.889167	0	19.4	28.215	74.6325	243.135	383.0325	759.4675	1338.1475
G3500150	3196.6275	1767.1225	0	0	2.125	25.5925	121.8225	401.905	847.69	1573.685
G3500170	3403.45	1298.320833	0	0	2.125	21.995	104.2975	280.8475	707.495	1522.1525
G3500190	5675.8125	390.2466667	49.2675	121.1925	269.9825	584.295	1090.1725	1753.9225	2531.9925	3481.5025
G3500210	4570.17	1010.8475	25.6825	99.875	215.305	498.68	953.2675	1378.63	2124.38	2838.5675
G3500230	3281.6025	1631.228333	0	0	0	42.475	182.2075	502.4325	1084.285	1646.105
G3500250	2721.655	2247.730833	0	0	8.575	90.1525	226.3025	453.2975	756.8325	1232.83
G3500270	4479.355	453.89	10.1725	29.355	40.0475	151.5725	342.79	676.825	1341.135	2218.8025
G3500280	5857.455	524.2391667	2.575	12.2	106.155	539.405	1177.85	1907.53	3015.78	4094.0825
G3500290	3281.6025	1631.228333	0	0	0	42.475	182.2075	502.4325	1084.285	1646.105
G3500310	6504.8325	515.1266667	97.1025	249.1125	576.075	1269.095	2085.85	2824.7025	3761.3725	4710.76
G3500330	5675.8125	390.2466667	49.2675	121.1925	269.9825	584.295	1090.1725	1753.9225	2531.9925	3481.5025
G3500350	3596.9775	1492.068333	0	0	4.4	71.575	380.335	703.4	1209.1375	1795.4525
G3500370	4570.17	1010.8475	25.6825	99.875	215.305	498.68	953.2675	1378.63	2124.38	2838.5675
G3500390	7324.34	362.2283333	105.235	329.6825	765.1425	1520.7525	2476.265	3385.015	4577.3925	5561.455
G3500410	4931.8725	1236.298333	0	118.35	251.695	523.46	1123.6575	1629.405	2461.8675	3200.8775
G3500430	4508.7625	892.875	0	0	0	51.81	319.9925	811.905	1680.815	2695.9175
G3500450	5707.95	922.4458333	2.575	29.025	113.7375	466.8825	1098.2975	1822.795	2969.66	4021.6975
G3500470	5675.8125	390.2466667	49.2675	121.1925	269.9825	584.295	1090.1725	1753.9225	2531.9925	3481.5025
G3500490	5857.455	524.2391667	2.575	12.2	106.155	539.405	1177.85	1907.53	3015.78	4094.0825
G3500510	3403.45	1298.320833	0	0	2.125	21.995	104.2975	280.8475	707.495	1522.1525
G3500530	4508.7625	892.875	0	0	0	51.81	319.9925	811.905	1680.815	2695.9175
G3500550	7324.34	362.2283333	105.235	329.6825	765.1425	1520.7525	2476.265	3385.015	4577.3925	5561.455
G3500570	5857.455	524.2391667	2.575	12.2	106.155	539.405	1177.85	1907.53	3015.78	4094.0825
G3500590	5133.265	920.9391667	0	47.4575	205.2	592.95	1166.35	1791.0075	2552.7525	3388.4625
G3500610	4508.7625	892.875	0	0	0	51.81	319.9925	811.905	1680.815	2695.9175
G3600010	6854.17	368.7291667	134.7525	439.7875	893.115	1747.74	2617.7025	3456.54	4352.5875	5176.59
G3600030	8220.925	150.3366667	544.9825	1093.94	1782.8275	2604.68	3430.8875	4299.59	5531.33	6458.7675
G3600050	4487.1325	778.3158333	0	26.945	75.4725	274.1675	563.8075	948.845	1599.4275	2579.1975
G3600070	7123.6075	250.9858333	171.8875	468.695	876.9175	1686.5475	2486.145	3200.985	4366.9425	5274.6875
G3600090	8220.925	150.3366667	544.9825	1093.94	1782.8275	2604.68	3430.8875	4299.59	5531.33	6458.7675
G3600110	6721.52	372.73	113.025	273.1975	632.085	1469.4175	2359.25	3036.6575	4173.2475	5084.8825
G3600130	7321.9475	172.5225	309.5125	515.61	824.05	1513.62	2310.625	3273.98	4467.6025	5392.025
G3600150	6653.875	227.3258333	45.5	151.5025	357.38	961.4725	1761.1725	2646.3	3617.4725	4713.745
G3600170	7123.6075	250.9858333	171.8875	468.695	876.9175	1686.5475	2486.145	3200.985	4366.9425	5274.6875
G3600190	7455.755	275.7783333	549.6975	936.4675	1390.29	2186.2725	2996.4125	3877.2725	4862.0075	5738.025
G3600210	6854.17	368.7291667	134.7525	439.7875	893.115	1747.74	2617.7025	3456.54	4352.5875	5176.59
G3600230	7123.6075	250.9858333	171.8875	468.695	876.9175	1686.5475	2486.145	3200.985	4366.9425	5274.6875
G3600250	7198.985	282.6475	87.5	291.615	669.65	1526.9575	2569.525	3462.9625	4556.105	5598.2625
G3600270	6098.635	416.9433333	384.4775	648.6625	927.5	1346.61	1937.0575	2521.5375	3276.655	4129.54
G3600290	6718.63	286.5708333	44.1425	234.105	717.7	1636.1725	2340.96	2924.375	3799.855	4883.4
G3600310	9033.695	203.5033333	1096.8175	1598.3175	2174.8525	3177.7275	4313.4925	5472.6425	6686.9475	7457.0625
G3600330	9033.695	203.5033333	1096.8175	1598.3175	2174.8525	3177.7275	4313.4925	5472.6425	6686.9475	7457.0625
G3600350	6854.17	368.7291667	134.7525	439.7875	893.115	1747.74	2617.7025	3456.54	4352.5875	5176.59
G3600370	6640.59	406.7833333	106.5475	389.0925	888.7725	1638.7225	2349.955	3035.43	3938.0975	5083.6825
G3600390	6854.17	368.7291667	134.7525	439.7875	893.115	1747.74	2617.7025	3456.54	4352.5875	5176.59
G3600410	9033.695	203.5033333	1096.8175	1598.3175	2174.8525	3177.7275	4313.4925	5472.6425	6686.9475	7457.0625
G3600430	7076.615	256.7025	230.6175	425.7225	797.5375	1440.4175	2437.9375	3429.695	4561.3	5479.5075
G3600450	7392.8825	247.0883333	488.8925	783.805	1195.9275	1785.8025	2670.8825	3556.2575	4829.985	5831.8175
G3600470	5040.0825	662.4475	12.725	60.58	144.2775	472.7525	982.95	1511.0225	2219.8925	3141.1775
G3600490	7545.8775	262.9858333	392.63	717.2825	1114.32	1586.2425	2420.0975	3338	4792.6925	5881.1325
G3600510	6640.59	406.7833333	106.5475	389.0925	888.7725	1638.7225	2349.955	3035.43	3938.0975	5083.6825
G3600530	7076.615	256.7025	230.6175	425.7225	797.5375	1440.4175	2437.9375	3429.695	4561.3	5479.5075
G3600550	6640.59	406.7833333	106.5475	389.0925	888.7725	1638.7225	2349.955	3035.43	3938.0975	5083.6825
G3600570	6854.17	368.7291667	134.7525	439.7875	893.115	1747.74	2617.7025	3456.54	4352.5875	5176.59
G3600590	4908.5325	558.8741667	0	2.32	26.4075	172.6875	559.7225	998.05	1793.4525	2695.64
G3600610	5040.0825	662.4475	12.725	60.58	144.2775	472.7525	982.95	1511.0225	2219.8925	3141.1775
G3600630	6516.6625	384.845	125.0075	439.88	811.925	1311.2525	2036.9525	2612.1975	3616.815	4715.485
G3600650	7076.615	256.7025	230.6175	425.7225	797.5375	1440.4175	2437.9375	3429.695	4561.3	5479.5075
G3600670	6721.52	372.73	113.025	273.1975	632.085	1469.4175	2359.25	3036.6575	4173.2475	5084.8825
G3600690	6640.59	406.7833333	106.5475	389.0925	888.7725	1638.7225	2349.955	3035.43	3938.0975	5083.6825
G3600710	6244.7	515.6708333	181.79	371.6325	699.9825	1203.7275	1770.445	2306.2725	3366.155	4294.7275
G3600730	6640.59	406.7833333	106.5475	389.0925	888.7725	1638.7225	2349.955	3035.43	3938.0975	5083.6825
G3600750	6721.52	372.73	113.025	273.1975	632.085	1469.4175	2359.25	3036.6575	4173.2475	5084.8825
G3600770	7076.615	256.7025	230.6175	425.7225	797.5375	1440.4175	2437.9375	3429.695	4561.3	5479.5075
G3600790	6222.745	358.7058333	299.0825	562.0825	891.2125	1264.1325	1798.71	2473.84	3353.8125	4230.73
G3600810	4487.1325	778.3158333	0	26.945	75.4725	274.1675	563.8075	948.845	1599.4275	2579.1975
G3600830	6854.17	368.7291667	134.7525	439.7875	893.115	1747.74	2617.7025	3456.54	4352.5875	5176.59
G3600850	5141.1275	762.1975	26.47	101.6675	267.5925	623.455	1169.91	1713.97	2601.4025	3446.6225
G3600870	5891.9275	360.15	28.7675	146.5425	344.6175	760.815	1582.7475	2268.5775	3129.2325	3941.0775
G3600890	8019.8975	283.8975	924.7775	1521.6225	2181.875	3136.9375	3951.65	4581.13	5442.5025	6439.965
