in.county	hdd	cdd	switchover_lt05	switchover_lt10	switchover_lt15	switchover_lt20	switchover_lt25	switchover_lt30	switchover_lt35	switchover_lt40
G1700630	6924.675	549.6766667	821.64	1227.685	1798.9375	2510.1525	3147.6525	3818.725	4530.86	5303.36
G1700650	4895.0675	957.0741667	178.4125	361.7675	527.4225	870.1825	1248.475	1778.5225	2495.15	3250.2225
G1700670	5548.09	798.8208333	154.2025	368.6325	814.86	1200.785	1798.1325	2510.6625	3419.8775	4150.7325
G1700690	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G1700710	5785.32	985.285	433.72	770.23	1149.835	1651.4675	2234.3775	2891.485	3745.2725	4413.2675
G1700730	6548.6075	689.6775	333.815	630.47	998.37	1636.1175	2380.87	3149.805	4269.35	5145.94
G1700750	5924.78	675.5158333	473.1075	686.6225	1019.7575	1616.3625	2231.1125	2804.0875	3501.1325	4235.8775
G1700770	4503.37	1077.865	133.4875	220.2475	383.1975	724.2075	1046.595	1488.125	2223.815	2957.37
G1700790	4895.0675	957.0741667	178.4125	361.7675	527.4225	870.1825	1248.475	1778.5225	2495.15	3250.2225
G1700810	4895.0675	957.0741667	178.4125	361.7675	527.4225	870.1825	1248.475	1778.5225	2495.15	3250.2225
G1700830	4943.7125	1057.455	107.6525	288.0275	542.79	942.3725	1358.63	1826.7375	2670.575	3427.05
G1700850	6780.3125	396.9808333	670.3775	855.8875	1103.235	1784.9	2547.6725	3241.6575	4135.935	4871.985
G1700870	4747.59	872.955	0	33.575	188.2	513.5	989.2025	1448.91	2070.4325	2883.185
G1700890	6257.68	580.7858333	190.77	437.4325	888.185	1388.3825	1895.9	2571.04	3702.5325	4608.015
G1700910	5825.1275	733.4358333	483.0375	728.475	1120.5675	1650.07	2188.6175	2634.2075	3239.025	3932.89
G1700930	6924.675	549.6766667	821.64	1227.685	1798.9375	2510.1525	3147.6525	3818.725	4530.86	5303.36
G1700950	6548.6075	689.6775	333.815	630.47	998.37	1636.1175	2380.87	3149.805	4269.35	5145.94
G1700970	7012.955	421.6341667	162.0925	425.2875	868.455	1560.1675	2336.86	3125.7325	4229.0225	5150.215
G1700990	6924.675	549.6766667	821.64	1227.685	1798.9375	2510.1525	3147.6525	3818.725	4530.86	5303.36
G1701010	4655.71	955.865	73.31	154.59	344.8925	708.3325	1085.0225	1577.1875	2386.35	3014.6225
G1701030	6400.0075	576.24	787.7025	1069.7275	1439.14	1785.9975	2433.65	3183.275	4064.9125	4779.595
G1701050	6275.325	583.1541667	342.7525	529.84	848.955	1212.305	1790.9275	2541.7575	3783.3225	4631.12
G1701070	5646.945	776.9941667	275.12	497.4625	879.295	1375.5325	1990.405	2737.2275	3468.07	4179.755
G1701090	5785.32	985.285	433.72	770.23	1149.835	1651.4675	2234.3775	2891.485	3745.2725	4413.2675
G1701110	6257.68	580.7858333	190.77	437.4325	888.185	1388.3825	1895.9	2571.04	3702.5325	4608.015
G1701130	6275.325	583.1541667	342.7525	529.84	848.955	1212.305	1790.9275	2541.7575	3783.3225	4631.12
G1701150	5650.5075	791.9058333	115.4825	270.79	535.7525	905.695	1505.1975	2152.255	2990.215	3980.525
G1701170	5488.32	884.8616667	193.5825	357.02	617.4625	1099.65	1662.655	2087.695	2789.86	3850.3925
G1701190	4781.7125	936.6141667	0	57.21	216.52	668.43	1095.61	1631.7625	2372.08	3205.975
G1701210	4895.0675	957.0741667	178.4125	361.7675	527.4225	870.1825	1248.475	1778.5225	2495.15	3250.2225
G1701230	6382.14	614.0908333	620.11	1024.62	1376.64	1748.1525	2346.485	3018.2025	3849.8675	4896.0625
G1701250	6382.14	614.0908333	620.11	1024.62	1376.64	1748.1525	2346.485	3018.2025	3849.8675	4896.0625
G1701270	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G1701290	5646.945	776.9941667	275.12	497.4625	879.295	1375.5325	1990.405	2737.2275	3468.07	4179.755
G1701310	6548.6075	689.6775	333.815	630.47	998.37	1636.1175	2380.87	3149.805	4269.35	5145.94
G1701330	4781.7125	936.6141667	0	57.21	216.52	668.43	1095.61	1631.7625	2372.08	3205.975
G1701350	5488.32	884.8616667	193.5825	357.02	617.4625	1099.65	1662.655	2087.695	2789.86	3850.3925
G1701370	5646.945	776.9941667	275.12	497.4625	879.295	1375.5325	1990.405	2737.2275	3468.07	4179.755
G1701390	5650.5075	791.9058333	115.4825	270.79	535.7525	905.695	1505.1975	2152.255	2990.215	3980.525
G1701410	7327.925	547.7533333	1057.33	1436.1425	1838.39	2598.025	3456.9175	4061.48	4999.8475	5864.21
G1701430	6382.14	614.0908333	620.11	1024.62	1376.64	1748.1525	2346.485	3018.2025	3849.8675	4896.0625
G1701450	4503.37	1077.865	133.4875	220.2475	383.1975	724.2075	1046.595	1488.125	2223.815	2957.37
G1701470	5924.78	675.5158333	473.1075	686.6225	1019.7575	1616.3625	2231.1125	2804.0875	3501.1325	4235.8775
G1701490	5338.615	642.9133333	250.9175	423.155	598.39	960.3175	1449.23	1988.98	2922.6875	3779.5725
G1701510	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G1701530	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G1701550	6400.0075	576.24	787.7025	1069.7275	1439.14	1785.9975	2433.65	3183.275	4064.9125	4779.595
G1701570	5488.32	884.8616667	193.5825	357.02	617.4625	1099.65	1662.655	2087.695	2789.86	3850.3925
G1701590	4655.71	955.865	73.31	154.59	344.8925	708.3325	1085.0225	1577.1875	2386.35	3014.6225
G1701610	6548.6075	689.6775	333.815	630.47	998.37	1636.1175	2380.87	3149.805	4269.35	5145.94
G1701630	4781.7125	936.6141667	0	57.21	216.52	668.43	1095.61	1631.7625	2372.08	3205.975
G1701650	4747.59	872.955	0	33.575	188.2	513.5	989.2025	1448.91	2070.4325	2883.185
G1701670	5646.945	776.9941667	275.12	497.4625	879.295	1375.5325	1990.405	2737.2275	3468.07	4179.755
G1701690	5338.615	642.9133333	250.9175	423.155	598.39	960.3175	1449.23	1988.98	2922.6875	3779.5725
G1701710	5338.615	642.9133333	250.9175	423.155	598.39	960.3175	1449.23	1988.98	2922.6875	3779.5725
G1701730	4895.0675	957.0741667	178.4125	361.7675	527.4225	870.1825	1248.475	1778.5225	2495.15	3250.2225
G1701750	6382.14	614.0908333	620.11	1024.62	1376.64	1748.1525	2346.485	3018.2025	3849.8675	4896.0625
G1701770	7327.925	547.7533333	1057.33	1436.1425	1838.39	2598.025	3456.9175	4061.48	4999.8475	5864.21
G1701790	6382.14	614.0908333	620.11	1024.62	1376.64	1748.1525	2346.485	3018.2025	3849.8675	4896.0625
G1701810	4503.37	1077.865	133.4875	220.2475	383.1975	724.2075	1046.595	1488.125	2223.815	2957.37
G1701830	5924.78	675.5158333	473.1075	686.6225	1019.7575	1616.3625	2231.1125	2804.0875	3501.1325	4235.8775
G1701850	4655.71	955.865	73.31	154.59	344.8925	708.3325	1085.0225	1577.1875	2386.35	3014.6225
G1701870	5785.32	985.285	433.72	770.23	1149.835	1651.4675	2234.3775	2891.485	3745.2725	4413.2675
G1701890	5488.32	884.8616667	193.5825	357.02	617.4625	1099.65	1662.655	2087.695	2789.86	3850.3925
G1701910	4895.0675	957.0741667	178.4125	361.7675	527.4225	870.1825	1248.475	1778.5225	2495.15	3250.2225
G1701930	5195.475	712.1658333	176.5875	293.9875	454.5375	791.6175	1242.9675	1888.03	2643.5925	3439.8375
G1701950	6400.0075	576.24	787.7025	1069.7275	1439.14	1785.9975	2433.65	3183.275	4064.9125	4779.595
G1701970	5825.1275	733.4358333	483.0375	728.475	1120.5675	1650.07	2188.6175	2634.2075	3239.025	3932.89
G1701990	4747.59	872.955	0	33.575	188.2	513.5	989.2025	1448.91	2070.4325	2883.185
G1702010	7327.925	547.7533333	1057.33	1436.1425	1838.39	2598.025	3456.9175	4061.48	4999.8475	5864.21
G1702030	6382.14	614.0908333	620.11	1024.62	1376.64	1748.1525	2346.485	3018.2025	3849.8675	4896.0625
G1800010	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1800030	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1800050	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800070	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1800090	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800110	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800130	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800150	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1800170	6198.455	574.03	327.8075	523.16	764.2025	1373.0275	2022.295	2717.7575	3466.4325	4352.1825
G1800190	4110.33	835.9516667	31.95	55.9	123.65	294.8	599.9775	1048.545	1682.7275	2288.175
G1800210	5311.205	853.2741667	637.0375	851.3175	1011.56	1219.7475	1565.7125	2041.66	2737.2875	3634.1875
G1800230	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1800250	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1800270	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1800290	5403.1975	608.29	145.7875	333.5125	612.425	1058.49	1563.2775	2060.2125	2858.635	3822.2025
G1800310	5403.1975	608.29	145.7875	333.5125	612.425	1058.49	1563.2775	2060.2125	2858.635	3822.2025
G1800330	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1800350	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800370	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1800390	6087.6425	579.9541667	151.6575	321.8975	596.2225	1119.235	1739.955	2483.4025	3637.4475	4515.3175
G1800410	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800430	4660.66	903.0916667	20.3975	58.6425	218.6575	598.935	987.51	1439.16	2155.3675	3160.1775
G1800450	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1800470	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800490	6198.455	574.03	327.8075	523.16	764.2025	1373.0275	2022.295	2717.7575	3466.4325	4352.1825
G1800510	4655.71	955.865	73.31	154.59	344.8925	708.3325	1085.0225	1577.1875	2386.35	3014.6225
G1800530	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800550	5487.3725	629.6991667	382.265	565.7125	745.745	1195.8625	1930.59	2433.45	2997.6	3635.7575
G1800570	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800590	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800610	4989.5075	861.155	188.38	337.41	573.3375	947.84	1433.6725	2012.8275	2685.94	3378.605
G1800630	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800650	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800670	6198.455	574.03	327.8075	523.16	764.2025	1373.0275	2022.295	2717.7575	3466.4325	4352.1825
G1800690	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1800710	5487.3725	629.6991667	382.265	565.7125	745.745	1195.8625	1930.59	2433.45	2997.6	3635.7575
G1800730	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1800750	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800770	4110.33	835.9516667	31.95	55.9	123.65	294.8	599.9775	1048.545	1682.7275	2288.175
G1800790	4110.33	835.9516667	31.95	55.9	123.65	294.8	599.9775	1048.545	1682.7275	2288.175
G1800810	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800830	4655.71	955.865	73.31	154.59	344.8925	708.3325	1085.0225	1577.1875	2386.35	3014.6225
G1800850	6087.6425	579.9541667	151.6575	321.8975	596.2225	1119.235	1739.955	2483.4025	3637.4475	4515.3175
G1800870	6328.5225	401.2083333	162.7675	512.94	950.5325	1567.9625	2418.905	2966.1375	3568.865	4536.185
G1800890	5825.1275	733.4358333	483.0375	728.475	1120.5675	1650.07	2188.6175	2634.2075	3239.025	3932.89
G1800910	6087.6425	579.9541667	151.6575	321.8975	596.2225	1119.235	1739.955	2483.4025	3637.4475	4515.3175
G1800930	5487.3725	629.6991667	382.265	565.7125	745.745	1195.8625	1930.59	2433.45	2997.6	3635.7575
G1800950	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1800970	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1800990	6087.6425	579.9541667	151.6575	321.8975	596.2225	1119.235	1739.955	2483.4025	3637.4475	4515.3175
G1801010	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1801030	6198.455	574.03	327.8075	523.16	764.2025	1373.0275	2022.295	2717.7575	3466.4325	4352.1825
G1801050	5487.3725	629.6991667	382.265	565.7125	745.745	1195.8625	1930.59	2433.45	2997.6	3635.7575
G1801070	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1801090	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1801110	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1801130	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1801150	5403.1975	608.29	145.7875	333.5125	612.425	1058.49	1563.2775	2060.2125	2858.635	3822.2025
G1801170	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1801190	5487.3725	629.6991667	382.265	565.7125	745.745	1195.8625	1930.59	2433.45	2997.6	3635.7575
G1801210	5311.205	853.2741667	637.0375	851.3175	1011.56	1219.7475	1565.7125	2041.66	2737.2875	3634.1875
G1801230	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1801250	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1801270	5825.1275	733.4358333	483.0375	728.475	1120.5675	1650.07	2188.6175	2634.2075	3239.025	3932.89
G1801290	5195.475	712.1658333	176.5875	293.9875	454.5375	791.6175	1242.9675	1888.03	2643.5925	3439.8375
G1801310	6198.455	574.03	327.8075	523.16	764.2025	1373.0275	2022.295	2717.7575	3466.4325	4352.1825
G1801330	5311.205	853.2741667	637.0375	851.3175	1011.56	1219.7475	1565.7125	2041.66	2737.2875	3634.1875
G1801350	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1801370	5403.1975	608.29	145.7875	333.5125	612.425	1058.49	1563.2775	2060.2125	2858.635	3822.2025
G1801390	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1801410	6087.6425	579.9541667	151.6575	321.8975	596.2225	1119.235	1739.955	2483.4025	3637.4475	4515.3175
G1801430	4110.33	835.9516667	31.95	55.9	123.65	294.8	599.9775	1048.545	1682.7275	2288.175
G1801450	5995.7725	688.6775	412.97	721.24	1087.3025	1640.14	2393.7675	2866.4025	3683.805	4552.6375
G1801470	4330.8675	923.3383333	0	0	10.6325	104.2925	340.415	881.89	1701.1775	2536.655
G1801490	6087.6425	579.9541667	151.6575	321.8975	596.2225	1119.235	1739.955	2483.4025	3637.4475	4515.3175
G1801510	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1801530	5487.3725	629.6991667	382.265	565.7125	745.745	1195.8625	1930.59	2433.45	2997.6	3635.7575
G1801550	5403.1975	608.29	145.7875	333.5125	612.425	1058.49	1563.2775	2060.2125	2858.635	3822.2025
G1801570	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1801590	6198.455	574.03	327.8075	523.16	764.2025	1373.0275	2022.295	2717.7575	3466.4325	4352.1825
G1801610	6044.86	555.095	282.4025	535.235	870.3625	1464.555	2111.9825	2722.4675	3595.6	4389.1675
G1801630	4655.71	955.865	73.31	154.59	344.8925	708.3325	1085.0225	1577.1875	2386.35	3014.6225
G1801650	5311.205	853.2741667	637.0375	851.3175	1011.56	1219.7475	1565.7125	2041.66	2737.2875	3634.1875
G1801670	5311.205	853.2741667	637.0375	851.3175	1011.56	1219.7475	1565.7125	2041.66	2737.2875	3634.1875
G1801690	6198.455	574.03	327.8075	523.16	764.2025	1373.0275	2022.295	2717.7575	3466.4325	4352.1825
G1801710	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1801730	4655.71	955.865	73.31	154.59	344.8925	708.3325	1085.0225	1577.1875	2386.35	3014.6225
G1801750	4660.66	903.0916667	20.3975	58.6425	218.6575	598.935	987.51	1439.16	2155.3675	3160.1775
G1801770	5776.495	676.4908333	129.8425	297.1175	614.6925	1106.9575	1718.405	2491.595	3298.58	4177.455
G1801790	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1801810	6058.465	643.3458333	474.055	792.7225	1261.3925	1938.725	2639.23	3213.91	3828.2	4473.4
G1801830	6638.2625	521.9166667	422.3375	781.435	1127.4575	1770.1475	2611.985	3349.96	4411.07	5234.495
G1900010	6302.265	614.7008333	314.2075	593.8725	1097.2375	1735.455	2513.99	2990.825	4093.3375	4880.94
G1900030	6302.265	614.7008333	314.2075	593.8725	1097.2375	1735.455	2513.99	2990.825	4093.3375	4880.94
G1900050	6257.19	642.2	170.2275	348.95	750.3	1270.2775	2130.7575	2846.3825	4069.33	4798.175
G1900070	6794.275	590.1508333	769.4725	1352.6475	2038.9475	2767.5875	3285.995	3831.1275	4532.88	5062.16
G1900090	6788.5475	578.315	392.45	763.5825	1379.63	2033.475	2786.275	3473.7675	4550.35	5404.62
G1900110	7026.21	478.1958333	1103.83	1539.7325	2172.9925	2923.8275	3470.8425	3982.7675	4805.645	5413.04
G1900130	7396.24	619.7925	950.05	1409.3375	1948.135	2664.8625	3542.9625	4262.35	5218.435	6022.7325
G1900150	6824.295	587.8975	288.7125	617.09	1127.3425	1784.2575	2581.15	3335.4725	4457.1075	5305.605
G1900170	7396.24	619.7925	950.05	1409.3375	1948.135	2664.8625	3542.9625	4262.35	5218.435	6022.7325
G1900190	6564.84	424.5558333	415.12	727.61	1005.8075	1480.9075	2163.625	2932.415	4048.4425	4884.7025
G1900210	7171.175	533.6233333	472.5625	974.72	1528.925	2314.45	3302.3175	4094.13	5114.17	5747.1325
G1900230	6905.0975	468.92	544.6275	930.565	1347.0425	1875.095	2420.2625	3078.945	4333.235	5143.755
G1900250	7290.125	588.3375	859.72	1208.475	1747.22	2447.7325	3408.6325	4308.5075	5223.5575	5906.5625
G1900270	7021.405	649.3508333	868.855	1243.38	1758.4275	2406.7825	3079.985	3836.71	4846.905	5593.2225
G1900290	6788.5475	578.315	392.45	763.5825	1379.63	2033.475	2786.275	3473.7675	4550.35	5404.62
G1900310	6397.0325	686.5891667	294.0425	590.6975	1090.1075	1675.6825	2537.4775	3404.585	4479.6475	5090.285
G1900330	8035.9875	475.715	1589.02	2139.115	2788.165	3570.5375	4275.5025	5027.485	5994.845	6648.11
G1900350	7171.175	533.6233333	472.5625	974.72	1528.925	2314.45	3302.3175	4094.13	5114.17	5747.1325
G1900370	6905.0975	468.92	544.6275	930.565	1347.0425	1875.095	2420.2625	3078.945	4333.235	5143.755
G1900390	6154.945	807.3441667	163.2	443.03	891.915	1448.125	2062.35	2677.73	3842.5275	4712.995
G1900410	8311.7575	438.8425	1660.055	2376.4825	3164.565	3855.225	4634.0375	5406.3275	6189.2975	6816.9075
G1900430	6257.19	642.2	170.2275	348.95	750.3	1270.2775	2130.7575	2846.3825	4069.33	4798.175
G1900450	7013.3425	671.8741667	577.9525	975.05	1356.2975	2024.89	2723.795	3671.525	4879.89	5764.15
G1900470	6691.19	725.4066667	347.4925	736.945	1453.2	2066.335	2786.1725	3384.935	4523.9575	5374.83
G1900490	6594.555	755.0983333	540.565	990.0325	1499.02	2180.97	2748.04	3301.3975	4381.4475	5304.26
G1900510	6794.275	590.1508333	769.4725	1352.6475	2038.9475	2767.5875	3285.995	3831.1275	4532.88	5062.16
G1900530	6154.945	807.3441667	163.2	443.03	891.915	1448.125	2062.35	2677.73	3842.5275	4712.995
G1900550	6984.745	520.9791667	1053.155	1483.78	1953.9675	2445.035	3206.9875	3815.195	4735.095	5538.78
G1900570	5785.32	985.285	433.72	770.23	1149.835	1651.4675	2234.3775	2891.485	3745.2725	4413.2675
G1900590	8311.7575	438.8425	1660.055	2376.4825	3164.565	3855.225	4634.0375	5406.3275	6189.2975	6816.9075
G1900610	7670.9325	350.5716667	823.91	1299.8125	1790.1725	2674.6225	3602.9425	4486.59	5656.875	6334.3825
G1900630	8588.15	421.9133333	1864.035	2889.55	3804.4975	4572.6025	5325.15	6046.7	6692.395	7272.98
G1900650	6564.84	424.5558333	415.12	727.61	1005.8075	1480.9075	2163.625	2932.415	4048.4425	4884.7025
G1900670	6905.0975	468.92	544.6275	930.565	1347.0425	1875.095	2420.2625	3078.945	4333.235	5143.755
G1900690	8035.9875	475.715	1589.02	2139.115	2788.165	3570.5375	4275.5025	5027.485	5994.845	6648.11
G1900710	6433.8625	842.2716667	405.8325	802.5575	1238.2475	1734.245	2467.2125	3056.88	4227.8425	5138.57
G1900730	7021.405	649.3508333	868.855	1243.38	1758.4275	2406.7825	3079.985	3836.71	4846.905	5593.2225
G1900750	6324.905	548.0925	496.28	851.9025	1332.045	1739.0575	2263.8425	2781.8775	3877.665	4634.825
G1900770	7021.405	649.3508333	868.855	1243.38	1758.4275	2406.7825	3079.985	3836.71	4846.905	5593.2225
G1900790	6449.975	785.8866667	395.27	679.8825	971.6875	1570.41	2362.825	3007.2825	4019.5575	4918.0275
G1900810	8035.9875	475.715	1589.02	2139.115	2788.165	3570.5375	4275.5025	5027.485	5994.845	6648.11
G1900830	6449.975	785.8866667	395.27	679.8825	971.6875	1570.41	2362.825	3007.2825	4019.5575	4918.0275
G1900850	6138.9175	861.26	355.415	662.395	966.815	1646.795	2370.805	3160.02	4013.1	4767.8625
G1900870	6345.8725	648.4225	146.5675	405.1075	978.88	1552.46	2227.81	2867.29	3978.455	4675.01
G1900890	6905.0975	468.92	544.6275	930.565	1347.0425	1875.095	2420.2625	3078.945	4333.235	5143.755
G1900910	7290.125	588.3375	859.72	1208.475	1747.22	2447.7325	3408.6325	4308.5075	5223.5575	5906.5625
G1900930	7171.175	533.6233333	472.5625	974.72	1528.925	2314.45	3302.3175	4094.13	5114.17	5747.1325
G1900950	7026.21	478.1958333	1103.83	1539.7325	2172.9925	2923.8275	3470.8425	3982.7675	4805.645	5413.04
G1900970	7670.9325	350.5716667	823.91	1299.8125	1790.1725	2674.6225	3602.9425	4486.59	5656.875	6334.3825
G1900990	6324.905	548.0925	496.28	851.9025	1332.045	1739.0575	2263.8425	2781.8775	3877.665	4634.825
G1901010	6252.145	770.2066667	454.0975	764.305	1146.3025	1593.075	2165.3925	2758.6875	3967.6925	4767.365
G1901030	7026.21	478.1958333	1103.83	1539.7325	2172.9925	2923.8275	3470.8425	3982.7675	4805.645	5413.04
G1901050	6984.745	520.9791667	1053.155	1483.78	1953.9675	2445.035	3206.9875	3815.195	4735.095	5538.78
G1901070	6252.145	770.2066667	454.0975	764.305	1146.3025	1593.075	2165.3925	2758.6875	3967.6925	4767.365
G1901090	7035.9325	480.7308333	539.3075	860.3475	1358.1575	1918.21	2870.635	3751.845	4880.7975	5572.605
G1901110	5548.09	798.8208333	154.2025	368.6325	814.86	1200.785	1798.1325	2510.6625	3419.8775	4150.7325
G1901130	7026.21	478.1958333	1103.83	1539.7325	2172.9925	2923.8275	3470.8425	3982.7675	4805.645	5413.04
G1901150	6397.0325	686.5891667	294.0425	590.6975	1090.1075	1675.6825	2537.4775	3404.585	4479.6475	5090.285
G1901170	6154.945	807.3441667	163.2	443.03	891.915	1448.125	2062.35	2677.73	3842.5275	4712.995
G1901190	7090.4875	528.2308333	626.8225	898.0925	1387.155	1939.0625	2775.7775	3642.5975	4598.95	5438.125
G1901210	6594.555	755.0983333	540.565	990.0325	1499.02	2180.97	2748.04	3301.3975	4381.4475	5304.26
G1901230	6794.275	590.1508333	769.4725	1352.6475	2038.9475	2767.5875	3285.995	3831.1275	4532.88	5062.16
G1901250	5979.4375	813.1475	247.695	598.9475	1076.7925	1564.0225	2162.7275	2822.7925	3840.9575	4575.9925
G1901270	6324.905	548.0925	496.28	851.9025	1332.045	1739.0575	2263.8425	2781.8775	3877.665	4634.825
G1901290	6045.65	600.5566667	197.845	383.7825	910.085	1362.95	2089.235	2883.1375	3690.3625	4411.52
G1901310	6905.0975	468.92	544.6275	930.565	1347.0425	1875.095	2420.2625	3078.945	4333.235	5143.755
G1901330	6805.145	694.1483333	903.3075	1313.54	1783.1825	2438.0425	2983.8725	3678.1025	4615.675	5386.3775
G1901350	6794.275	590.1508333	769.4725	1352.6475	2038.9475	2767.5875	3285.995	3831.1275	4532.88	5062.16
G1901370	6185.6675	865.3408333	365.1725	598.5575	1074.9425	1661.38	2347.895	2815.0775	3826.1275	4666.0725
G1901390	6397.0325	686.5891667	294.0425	590.6975	1090.1075	1675.6825	2537.4775	3404.585	4479.6475	5090.285
G1901410	7090.4875	528.2308333	626.8225	898.0925	1387.155	1939.0625	2775.7775	3642.5975	4598.95	5438.125
G1901430	7090.4875	528.2308333	626.8225	898.0925	1387.155	1939.0625	2775.7775	3642.5975	4598.95	5438.125
G1901450	6200.1325	905.9466667	347.345	704.4825	1101.7575	1688.1475	2388.0675	3026.4825	4082.765	4856.395
G1901470	8588.15	421.9133333	1864.035	2889.55	3804.4975	4572.6025	5325.15	6046.7	6692.395	7272.98
G1901490	6308.705	683.7466667	416.2375	773.69	1242.1275	1733.015	2457.245	3250.41	4346.795	5039.4125
G1901510	7035.9325	480.7308333	539.3075	860.3475	1358.1575	1918.21	2870.635	3751.845	4880.7975	5572.605
G1901530	6594.555	755.0983333	540.565	990.0325	1499.02	2180.97	2748.04	3301.3975	4381.4475	5304.26
G1901550	6045.65	600.5566667	197.845	383.7825	910.085	1362.95	2089.235	2883.1375	3690.3625	4411.52
G1901570	6324.905	548.0925	496.28	851.9025	1332.045	1739.0575	2263.8425	2781.8775	3877.665	4634.825
G1901590	6302.265	614.7008333	314.2075	593.8725	1097.2375	1735.455	2513.99	2990.825	4093.3375	4880.94
G1901610	7171.175	533.6233333	472.5625	974.72	1528.925	2314.45	3302.3175	4094.13	5114.17	5747.1325
