name,neighborhood,city,year,stars
Carbone,Manhattan,New York,2008,None
Casa Enrique,Queens,New York,2008,None
Casa Mono,Manhattan,New York,2008,None
Caviar Russe,Manhattan,New York,2008,None
Chef's Table at Brooklyn Fare,Manhattan,New York,2008,None
The Clocktower (restaurant),Manhattan,New York,2008,None
Contra,Manhattan,New York,2008,None
Convivio,Manhattan,New York,2008,None
Corton,Manhattan,New York,2008,None
Cote (restaurant),Manhattan,New York,2008,None
Craft,Manhattan,New York,2008,None
Danji,Manhattan,New York,2008,None
Danny Brown Wine Bar & Kitchen,Queens,New York,2008,None
Delaware & Hudson,Brooklyn,New York,2008,None
Dovetail,Manhattan,New York,2008,None
Eighty-One,Manhattan,New York,2008,None
Eleven Madison Park,Manhattan,New York,2008,None
Faro,Brooklyn,New York,2008,None
Fiamma Osteria,Manhattan,New York,2008,None
The Finch,Brooklyn,New York,2008,None
Gabriel Kreuther,Manhattan,New York,2008,None
La Goulue,Manhattan,New York,2008,None
Gunter Seeger,Manhattan,New York,2008,None
Hakkasan,Manhattan,New York,2008,None
Heartbreak,Manhattan,New York,2008,None
Hirohisa,Manhattan,New York,2008,None
Ichimura at Brushstroke,Manhattan,New York,2008,None
Insieme,Manhattan,New York,2008,None
Jungsik,Manhattan,New York,2008,None
Juni,Manhattan,New York,2008,None
Junoon,Manhattan,New York,2008,None
Kajitsu,Manhattan,New York,2008,None
Kanoyama,Manhattan,New York,2008,None
Kyo Ya,Manhattan,New York,2008,None
Lan Sheng,Manhattan,New York,2008,None
Laut,Manhattan,New York,2008,None
Lever House,Manhattan,New York,2008,None
Lincoln,Manhattan,New York,2008,None
Lo Scalco,Manhattan,New York,2008,None
Luksus at Torst,Brooklyn,New York,2008,None
M. Wells Steakhouse,Queens,New York,2008,None
Marc Forgione,Manhattan,New York,2008,None
March,Manhattan,New York,2008,None
Marea,Manhattan,New York,2008,None
Meadowsweet,Brooklyn,New York,2008,None
Minetta Tavern,Manhattan,New York,2008,None
Momofuku Ko,Manhattan,New York,2008,None
The Musket Room,Manhattan,New York,2008,None
Nix,Manhattan,New York,2008,None
Nobu,Manhattan,New York,2008,None
The NoMad,Manhattan,New York,2008,None
Piora,Manhattan,New York,2008,None
Pok Pok NY,Brooklyn,New York,2008,None
Public,Manhattan,New York,2008,None
Rebelle,Manhattan,New York,2008,None
Le Restaurant,Manhattan,New York,2008,None
Rhong-Tiam,Manhattan,New York,2008,None
The River Café,Brooklyn,New York,2008,None
Rosanjin,Manhattan,New York,2008,None
Rouge Tomate,Manhattan,New York,2008,None
Satsuki (restaurant),Manhattan,New York,2008,None
Scalini Fedeli,Manhattan,New York,2008,None
Seäsonal,Manhattan,New York,2008,None
Semilla,Brooklyn,New York,2008,None
Shalezeh,Manhattan,New York,2008,None
SHO Shaun Hergatt,Manhattan,New York,2008,None
La Sirena,Manhattan,New York,2008,None
Somtum Der,Manhattan,New York,2008,None
Soto,Manhattan,New York,2008,None
Sushi Amane,Manhattan,New York,2008,None
Sushi Azabu,Manhattan,New York,2008,None
Sushi Ginza Onodera,Manhattan,New York,2008,None
Sushi Inoue,Manhattan,New York,2008,None
Sushi Yasuda,Manhattan,New York,2008,None
Sushi Zo,Manhattan,New York,2008,None
Take Root,Brooklyn,New York,2008,None
Tamarind Tribeca,Manhattan,New York,2008,None
Telepan,Manhattan,New York,2008,None
Tempura Matsui,Manhattan,New York,2008,None
Tori Shin,Manhattan,New York,2008,None
Torrisi Italian Specialities,Manhattan,New York,2008,None
Tulsi,Manhattan,New York,2008,None
Uncle Boons,Manhattan,New York,2008,None
Ushiwakamaru,Manhattan,New York,2008,None
La Vara,Brooklyn,New York,2008,None
Zabb Elee,Queens,New York,2008,None
ZZ's Clam Bar,Manhattan,New York,2008,None
Adega,San Jose,San Francisco,2008,None
Alexander’s Steakhouse,Cupertino,San Francisco,2008,None
All Spice,San Mateo,San Francisco,2008,None
Al's Place,Mission,San Francisco,2008,None
Applewood,Guerneville,San Francisco,2008,None
Aster,Mission,San Francisco,2008,None
Atelier Crenn,Cow Hollow,San Francisco,2008,None
Aziza,Richmond,San Francisco,2008,None
Baumé,Palo Alto,San Francisco,2008,None
Benu,SoMa,San Francisco,2008,None
Bushi-Tei,Japantown,San Francisco,2008,None
Californios,Mission,San Francisco,2008,None
Campton Place,Union Square,San Francisco,2008,None
Commis,Oakland,San Francisco,2008,None
Commonwealth,Mission,San Francisco,2008,None
Dio Deka,Los Gatos,San Francisco,2008,None
Dry Creek Kitchen,Healdsburg,San Francisco,2008,None
El Paseo,Mill Valley,San Francisco,2008,None
Etoile,Yountville,San Francisco,2008,None
Frances,Castro,San Francisco,2008,None
Hashiri,SoMa,San Francisco,2008,None
In Situ,SoMa,San Francisco,2008,None
Jū-Ni,North Panhandle,San Francisco,2008,None
Keiko à Nob Hill,Nob Hill,San Francisco,2008,None
Kenzo,Napa,San Francisco,2008,None
Kin Khao,Union Square,San Francisco,2008,None
Kinjo,Russian Hill,San Francisco,2008,None
Kusakabe,Financial District,San Francisco,2008,None
La Costanera,Montara,San Francisco,2008,None
La Toque,Rutherford,San Francisco,2008,None
Lazy Bear,Mission,San Francisco,2008,None
Lord Stanley,Nob Hill,San Francisco,2008,None
Luce,SoMa,San Francisco,2008,None
Madera,Menlo Park,San Francisco,2008,None
Maruya,Mission,San Francisco,2008,None
Mirepoix,Windsor,San Francisco,2008,None
Mister Jiu’s,Chinatown,San Francisco,2008,None
Mosu,Fillmore,San Francisco,2008,None
Mourad,SoMa,San Francisco,2008,None
Murray Circle,Sausalito,San Francisco,2008,None
Nico,Pacific Heights,San Francisco,2008,None
Octavia,Lower Pacific Heights,San Francisco,2008,None
Omakase,SoMa,San Francisco,2008,None
Plumed Horse,Saratoga,San Francisco,2008,None
Rasa,Burlingame,San Francisco,2008,None
Rich Table,Hayes Valley,San Francisco,2008,None
Saison,SoMa,San Francisco,2008,None
Sante,Sonoma,San Francisco,2008,None
SingleThread Farms,Healdsburg,San Francisco,2008,None
Solbar,Calistoga,San Francisco,2008,None
Sons & Daughters,Nob Hill,San Francisco,2008,None
SPQR,Fillmore,San Francisco,2008,None
Spruce,Presidio Heights,San Francisco,2008,None
State Bird Provisions,Fillmore,San Francisco,2008,None
Sushi Yoshizumi,San Mateo,San Francisco,2008,None
Terrapin Creek,Bodega Bay,San Francisco,2008,None
The Progress,Fillmore,San Francisco,2008,None
The Village Pub,Woodside,San Francisco,2008,None
Trevese,Los Gatos,San Francisco,2008,None
Ubuntu,Napa,San Francisco,2008,None
Wako,Richmond,San Francisco,2008,None
Wakuriya,San Mateo,San Francisco,2008,None
42 Grams,Uptown,Chicago,2008,None
Acadia,South Loop,Chicago,2008,None
Alinea,Lincoln Park,Chicago,2008,None
Avenues,Magnificent Mile,Chicago,2008,None
Band of Bohemia,Ravenswood,Chicago,2008,None
Blackbird,West Loop,Chicago,2008,None
Boka,Lincoln Park,Chicago,2008,None
Bonsoirée,Logan Square,Chicago,2008,None
Charlie Trotter's,Lincoln Park,Chicago,2008,None
Crofton on Wells,River North,Chicago,2008,None
Courtright's,Willow Springs,Chicago,2008,None
Dusek's,Pilsen,Chicago,2008,None
El Ideas,Douglas Park,Chicago,2008,None
Elizabeth,Ravenswood,Chicago,2008,None
Elske,West Loop,Chicago,2008,None
Entente,Lakeview,Chicago,2008,None
Everest,Loop,Chicago,2008,None
Goosefoot,Ravenswood,Chicago,2008,None
Grace,West Loop,Chicago,2008,None
Graham Elliot,River North,Chicago,2008,None
GreenRiver,Streeterville,Chicago,2008,None
L2O,Lincoln Park,Chicago,2008,None
Longman & Eagle,Logan Square,Chicago,2008,None
Mexique,West Town,Chicago,2008,None
Moto,Fulton Market,Chicago,2008,None
NAHA,River North,Chicago,2008,None
NoMI,Magnificent Mile,Chicago,2008,None
North Pond,Lincoln Park,Chicago,2008,None
Oriole,West Loop,Chicago,2008,None
Parachute,Avondale,Chicago,2008,None
RIA,Gold Coast,Chicago,2008,None
Roister,Fulton Market,Chicago,2008,None
Schwa,West Town,Chicago,2008,None
Seasons,Magnificent Mile,Chicago,2008,None
Senza,Lakeview East,Chicago,2008,None
Sepia,West Loop,Chicago,2008,None
Sixteen,River North,Chicago,2008,None
Smyth,West Loop,Chicago,2008,None
Spiaggia,Magnificent Mile,Chicago,2008,None
Takashi,Bucktown,Chicago,2008,None
Topolobampo,River North,Chicago,2008,None
The Lobby,Magnificent Mile,Chicago,2008,None
Tru,Streeterville,Chicago,2008,None
Vie,Western Springs,Chicago,2008,None
Blue Duck Tavern,West End,DC,2008,None
Fiola by Fabio Trabocchi,Penn Quarter,DC,2008,None
Kinship,Mount Vernon Square,DC,2008,None
Komi,Dupont Circle,DC,2008,None
Masseria,Union Market,DC,2008,None
Métier,Mount Vernon Square,DC,2008,None
Minibar by José Andrés,Penn Quarter,DC,2008,None
Pineapple & Pearls,Eastern Market,DC,2008,None
Plume,Downtown,DC,2008,None
Rose's Luxury,Eastern Market,DC,2008,None
Sushi Taro,Dupont Circle,DC,2008,None
Tail Up Goat,Adams Morgan,DC,2008,None
The Dabney,Mount Vernon Square,DC,2008,None
The Inn at Little Washington,"Washington, Virginia",DC,2008,None
15 East,Manhattan,New York,2009,None
A Voce Columbus,Manhattan,New York,2009,None
A Voce Madison,Manhattan,New York,2009,None
Agern,Manhattan,New York,2009,None
Ai Fiori,Manhattan,New York,2009,None
Aldea,Manhattan,New York,2009,None
Andanada,Manhattan,New York,2009,None
L'Appart,Manhattan,New York,2009,None
Aquavit,Manhattan,New York,2009,None
Aska,Brooklyn,New York,2009,None
Atera,Manhattan,New York,2009,None
Babbo,Manhattan,New York,2009,None
Bar Uchū,Manhattan,New York,2009,None
Bâtard,Manhattan,New York,2009,None
Betony,Manhattan,New York,2009,None
Blanca,Brooklyn,New York,2009,None
BLT Fish,Manhattan,New York,2009,None
Bouley,Manhattan,New York,2009,None
The Breslin,Manhattan,New York,2009,None
Brushstroke,Manhattan,New York,2009,None
Café China,Manhattan,New York,2009,None
Café Gray,Manhattan,New York,2009,None
Cagen,Manhattan,New York,2009,None
Carbone,Manhattan,New York,2009,None
Casa Enrique,Queens,New York,2009,None
Casa Mono,Manhattan,New York,2009,None
Caviar Russe,Manhattan,New York,2009,None
Chef's Table at Brooklyn Fare,Manhattan,New York,2009,None
The Clocktower (restaurant),Manhattan,New York,2009,None
Contra,Manhattan,New York,2009,None
Convivio,Manhattan,New York,2009,None
Corton,Manhattan,New York,2009,None
Cote (restaurant),Manhattan,New York,2009,None
Country,Manhattan,New York,2009,None
Craft,Manhattan,New York,2009,None
Danji,Manhattan,New York,2009,None
Danny Brown Wine Bar & Kitchen,Queens,New York,2009,None
Danube,Manhattan,New York,2009,None
Delaware & Hudson,Brooklyn,New York,2009,None
Devi,Manhattan,New York,2009,None
Dovetail,Manhattan,New York,2009,None
Eleven Madison Park,Manhattan,New York,2009,None
Faro,Brooklyn,New York,2009,None
The Finch,Brooklyn,New York,2009,None
Gabriel Kreuther,Manhattan,New York,2009,None
La Goulue,Manhattan,New York,2009,None
Gunter Seeger,Manhattan,New York,2009,None
Hakkasan,Manhattan,New York,2009,None
Heartbreak,Manhattan,New York,2009,None
Hirohisa,Manhattan,New York,2009,None
Ichimura at Brushstroke,Manhattan,New York,2009,None
Jungsik,Manhattan,New York,2009,None
Juni,Manhattan,New York,2009,None
Junoon,Manhattan,New York,2009,None
Kajitsu,Manhattan,New York,2009,None
Kanoyama,Manhattan,New York,2009,None
Kurumazushi,Manhattan,New York,2009,None
Lan Sheng,Manhattan,New York,2009,None
Laut,Manhattan,New York,2009,None
Lever House,Manhattan,New York,2009,None
Lincoln,Manhattan,New York,2009,None
Lo Scalco,Manhattan,New York,2009,None
Luksus at Torst,Brooklyn,New York,2009,None
M. Wells Steakhouse,Queens,New York,2009,None
Marc Forgione,Manhattan,New York,2009,None
March,Manhattan,New York,2009,None
Marea,Manhattan,New York,2009,None
Meadowsweet,Brooklyn,New York,2009,None
Minetta Tavern,Manhattan,New York,2009,None
The Musket Room,Manhattan,New York,2009,None
Nix,Manhattan,New York,2009,None
Nobu,Manhattan,New York,2009,None
The NoMad,Manhattan,New York,2009,None
Piora,Manhattan,New York,2009,None
Pok Pok NY,Brooklyn,New York,2009,None
Rebelle,Manhattan,New York,2009,None
Le Restaurant,Manhattan,New York,2009,None
Rhong-Tiam,Manhattan,New York,2009,None
The River Café,Brooklyn,New York,2009,None
Rosanjin,Manhattan,New York,2009,None
Rouge Tomate,Manhattan,New York,2009,None
Satsuki (restaurant),Manhattan,New York,2009,None
Scalini Fedeli,Manhattan,New York,2009,None
Seäsonal,Manhattan,New York,2009,None
Semilla,Brooklyn,New York,2009,None
Shalezeh,Manhattan,New York,2009,None
SHO Shaun Hergatt,Manhattan,New York,2009,None
La Sirena,Manhattan,New York,2009,None
Somtum Der,Manhattan,New York,2009,None
Soto,Manhattan,New York,2009,None
Sushi Amane,Manhattan,New York,2009,None
Sushi Azabu,Manhattan,New York,2009,None
Sushi Ginza Onodera,Manhattan,New York,2009,None
Sushi Inoue,Manhattan,New York,2009,None
Sushi Yasuda,Manhattan,New York,2009,None
Sushi Zo,Manhattan,New York,2009,None
Take Root,Brooklyn,New York,2009,None
Tamarind Tribeca,Manhattan,New York,2009,None
Telepan,Manhattan,New York,2009,None
Tempura Matsui,Manhattan,New York,2009,None
Tori Shin,Manhattan,New York,2009,None
Torrisi Italian Specialities,Manhattan,New York,2009,None
Tulsi,Manhattan,New York,2009,None
Uncle Boons,Manhattan,New York,2009,None
Ushiwakamaru,Manhattan,New York,2009,None
La Vara,Brooklyn,New York,2009,None
Vong,Manhattan,New York,2009,None
Zabb Elee,Queens,New York,2009,None
ZZ's Clam Bar,Manhattan,New York,2009,None
Adega,San Jose,San Francisco,2009,None
Alexander’s Steakhouse,Cupertino,San Francisco,2009,None
All Spice,San Mateo,San Francisco,2009,None
Al's Place,Mission,San Francisco,2009,None
Applewood,Guerneville,San Francisco,2009,None
Aster,Mission,San Francisco,2009,None
Atelier Crenn,Cow Hollow,San Francisco,2009,None
Aziza,Richmond,San Francisco,2009,None
Baumé,Palo Alto,San Francisco,2009,None
Benu,SoMa,San Francisco,2009,None
Bushi-Tei,Japantown,San Francisco,2009,None
Californios,Mission,San Francisco,2009,None
Campton Place,Union Square,San Francisco,2009,None
Commis,Oakland,San Francisco,2009,None
Commonwealth,Mission,San Francisco,2009,None
Dio Deka,Los Gatos,San Francisco,2009,None
Dry Creek Kitchen,Healdsburg,San Francisco,2009,None
El Paseo,Mill Valley,San Francisco,2009,None
Etoile,Yountville,San Francisco,2009,None
Frances,Castro,San Francisco,2009,None
Hashiri,SoMa,San Francisco,2009,None
In Situ,SoMa,San Francisco,2009,None
Jū-Ni,North Panhandle,San Francisco,2009,None
K&L Bistro,Sebastopol,San Francisco,2009,None
Keiko à Nob Hill,Nob Hill,San Francisco,2009,None
Kenzo,Napa,San Francisco,2009,None
Kin Khao,Union Square,San Francisco,2009,None
Kinjo,Russian Hill,San Francisco,2009,None
Kusakabe,Financial District,San Francisco,2009,None
La Costanera,Montara,San Francisco,2009,None
La Toque,Rutherford,San Francisco,2009,None
Lazy Bear,Mission,San Francisco,2009,None
Lord Stanley,Nob Hill,San Francisco,2009,None
Luce,SoMa,San Francisco,2009,None
Madera,Menlo Park,San Francisco,2009,None
Maruya,Mission,San Francisco,2009,None
Mirepoix,Windsor,San Francisco,2009,None
Mister Jiu’s,Chinatown,San Francisco,2009,None
Mosu,Fillmore,San Francisco,2009,None
Mourad,SoMa,San Francisco,2009,None
Nico,Pacific Heights,San Francisco,2009,None
Octavia,Lower Pacific Heights,San Francisco,2009,None
Omakase,SoMa,San Francisco,2009,None
Rasa,Burlingame,San Francisco,2009,None
Rich Table,Hayes Valley,San Francisco,2009,None
Saison,SoMa,San Francisco,2009,None
Sante,Sonoma,San Francisco,2009,None
SingleThread Farms,Healdsburg,San Francisco,2009,None
Solbar,Calistoga,San Francisco,2009,None
Sons & Daughters,Nob Hill,San Francisco,2009,None
SPQR,Fillmore,San Francisco,2009,None
Spruce,Presidio Heights,San Francisco,2009,None
State Bird Provisions,Fillmore,San Francisco,2009,None
Sushi Ran,Sausalito,San Francisco,2009,None
Sushi Yoshizumi,San Mateo,San Francisco,2009,None
Terrapin Creek,Bodega Bay,San Francisco,2009,None
The Progress,Fillmore,San Francisco,2009,None
The Village Pub,Woodside,San Francisco,2009,None
Trevese,Los Gatos,San Francisco,2009,None
Ubuntu,Napa,San Francisco,2009,None
Wako,Richmond,San Francisco,2009,None
Wakuriya,San Mateo,San Francisco,2009,None
42 Grams,Uptown,Chicago,2009,None
Acadia,South Loop,Chicago,2009,None
Alinea,Lincoln Park,Chicago,2009,None
Avenues,Magnificent Mile,Chicago,2009,None
Band of Bohemia,Ravenswood,Chicago,2009,None
Blackbird,West Loop,Chicago,2009,None
Boka,Lincoln Park,Chicago,2009,None
Bonsoirée,Logan Square,Chicago,2009,None
Charlie Trotter's,Lincoln Park,Chicago,2009,None
Crofton on Wells,River North,Chicago,2009,None
Courtright's,Willow Springs,Chicago,2009,None
Dusek's,Pilsen,Chicago,2009,None
El Ideas,Douglas Park,Chicago,2009,None
Elizabeth,Ravenswood,Chicago,2009,None
Elske,West Loop,Chicago,2009,None
Entente,Lakeview,Chicago,2009,None
Everest,Loop,Chicago,2009,None
Goosefoot,Ravenswood,Chicago,2009,None
Grace,West Loop,Chicago,2009,None
Graham Elliot,River North,Chicago,2009,None
GreenRiver,Streeterville,Chicago,2009,None
L2O,Lincoln Park,Chicago,2009,None
Longman & Eagle,Logan Square,Chicago,2009,None
Mexique,West Town,Chicago,2009,None
Moto,Fulton Market,Chicago,2009,None
NAHA,River North,Chicago,2009,None
NoMI,Magnificent Mile,Chicago,2009,None
North Pond,Lincoln Park,Chicago,2009,None
Oriole,West Loop,Chicago,2009,None
Parachute,Avondale,Chicago,2009,None
RIA,Gold Coast,Chicago,2009,None
Roister,Fulton Market,Chicago,2009,None
Schwa,West Town,Chicago,2009,None
Seasons,Magnificent Mile,Chicago,2009,None
Senza,Lakeview East,Chicago,2009,None
Sepia,West Loop,Chicago,2009,None
Sixteen,River North,Chicago,2009,None
Smyth,West Loop,Chicago,2009,None
Spiaggia,Magnificent Mile,Chicago,2009,None
Takashi,Bucktown,Chicago,2009,None
Topolobampo,River North,Chicago,2009,None
The Lobby,Magnificent Mile,Chicago,2009,None
Tru,Streeterville,Chicago,2009,None
Vie,Western Springs,Chicago,2009,None
Blue Duck Tavern,West End,DC,2009,None
Fiola by Fabio Trabocchi,Penn Quarter,DC,2009,None
Kinship,Mount Vernon Square,DC,2009,None
Komi,Dupont Circle,DC,2009,None
Masseria,Union Market,DC,2009,None
Métier,Mount Vernon Square,DC,2009,None
Minibar by José Andrés,Penn Quarter,DC,2009,None
Pineapple & Pearls,Eastern Market,DC,2009,None
Plume,Downtown,DC,2009,None
Rose's Luxury,Eastern Market,DC,2009,None
Sushi Taro,Dupont Circle,DC,2009,None
Tail Up Goat,Adams Morgan,DC,2009,None
The Dabney,Mount Vernon Square,DC,2009,None
The Inn at Little Washington,"Washington, Virginia",DC,2009,None
15 East,Manhattan,New York,2010,None
A Voce Madison,Manhattan,New York,2010,None
Agern,Manhattan,New York,2010,None
Ai Fiori,Manhattan,New York,2010,None
Aldea,Manhattan,New York,2010,None
Allen & Delancey,Manhattan,New York,2010,None
Andanada,Manhattan,New York,2010,None
L'Appart,Manhattan,New York,2010,None
Aquavit,Manhattan,New York,2010,None
Aska,Brooklyn,New York,2010,None
Atera,Manhattan,New York,2010,None
Babbo,Manhattan,New York,2010,None
Bar Uchū,Manhattan,New York,2010,None
Bâtard,Manhattan,New York,2010,None
Betony,Manhattan,New York,2010,None
Blanca,Brooklyn,New York,2010,None
BLT Fish,Manhattan,New York,2010,None
The Breslin,Manhattan,New York,2010,None
Brushstroke,Manhattan,New York,2010,None
Café China,Manhattan,New York,2010,None
Café Gray,Manhattan,New York,2010,None
Cagen,Manhattan,New York,2010,None
Carbone,Manhattan,New York,2010,None
Casa Enrique,Queens,New York,2010,None
Caviar Russe,Manhattan,New York,2010,None
Chef's Table at Brooklyn Fare,Manhattan,New York,2010,None
The Clocktower (restaurant),Manhattan,New York,2010,None
Contra,Manhattan,New York,2010,None
Cote (restaurant),Manhattan,New York,2010,None
Country,Manhattan,New York,2010,None
Craft,Manhattan,New York,2010,None
Cru,Manhattan,New York,2010,None
Danji,Manhattan,New York,2010,None
Danny Brown Wine Bar & Kitchen,Queens,New York,2010,None
Danube,Manhattan,New York,2010,None
Delaware & Hudson,Brooklyn,New York,2010,None
Devi,Manhattan,New York,2010,None
Dovetail,Manhattan,New York,2010,None
Faro,Brooklyn,New York,2010,None
Fiamma Osteria,Manhattan,New York,2010,None
The Finch,Brooklyn,New York,2010,None
Fleur de Sel,Manhattan,New York,2010,None
Gabriel Kreuther,Manhattan,New York,2010,None
La Goulue,Manhattan,New York,2010,None
Gunter Seeger,Manhattan,New York,2010,None
Hakkasan,Manhattan,New York,2010,None
Heartbreak,Manhattan,New York,2010,None
Hirohisa,Manhattan,New York,2010,None
Ichimura at Brushstroke,Manhattan,New York,2010,None
JoJo,Manhattan,New York,2010,None
Jungsik,Manhattan,New York,2010,None
Juni,Manhattan,New York,2010,None
Junoon,Manhattan,New York,2010,None
Kanoyama,Manhattan,New York,2010,None
Kurumazushi,Manhattan,New York,2010,None
Lan Sheng,Manhattan,New York,2010,None
Laut,Manhattan,New York,2010,None
Lever House,Manhattan,New York,2010,None
Lincoln,Manhattan,New York,2010,None
Lo Scalco,Manhattan,New York,2010,None
Luksus at Torst,Brooklyn,New York,2010,None
M. Wells Steakhouse,Queens,New York,2010,None
March,Manhattan,New York,2010,None
Meadowsweet,Brooklyn,New York,2010,None
The Musket Room,Manhattan,New York,2010,None
Nix,Manhattan,New York,2010,None
Nobu,Manhattan,New York,2010,None
The NoMad,Manhattan,New York,2010,None
Piora,Manhattan,New York,2010,None
Pok Pok NY,Brooklyn,New York,2010,None
Rebelle,Manhattan,New York,2010,None
Le Restaurant,Manhattan,New York,2010,None
Rosanjin,Manhattan,New York,2010,None
Satsuki (restaurant),Manhattan,New York,2010,None
Scalini Fedeli,Manhattan,New York,2010,None
Semilla,Brooklyn,New York,2010,None
La Sirena,Manhattan,New York,2010,None
Somtum Der,Manhattan,New York,2010,None
Sushi Amane,Manhattan,New York,2010,None
Sushi Ginza Onodera,Manhattan,New York,2010,None
Sushi Inoue,Manhattan,New York,2010,None
Sushi Yasuda,Manhattan,New York,2010,None
Sushi Zo,Manhattan,New York,2010,None
Take Root,Brooklyn,New York,2010,None
Tamarind Tribeca,Manhattan,New York,2010,None
Telepan,Manhattan,New York,2010,None
Tempura Matsui,Manhattan,New York,2010,None
Tori Shin,Manhattan,New York,2010,None
Torrisi Italian Specialities,Manhattan,New York,2010,None
Tulsi,Manhattan,New York,2010,None
Uncle Boons,Manhattan,New York,2010,None
Ushiwakamaru,Manhattan,New York,2010,None
La Vara,Brooklyn,New York,2010,None
Vong,Manhattan,New York,2010,None
Zabb Elee,Queens,New York,2010,None
ZZ's Clam Bar,Manhattan,New York,2010,None
Adega,San Jose,San Francisco,2010,None
Alexander’s Steakhouse,Cupertino,San Francisco,2010,None
All Spice,San Mateo,San Francisco,2010,None
Al's Place,Mission,San Francisco,2010,None
Aster,Mission,San Francisco,2010,None
Atelier Crenn,Cow Hollow,San Francisco,2010,None
Aqua,Financial District,San Francisco,2010,None
Baumé,Palo Alto,San Francisco,2010,None
Benu,SoMa,San Francisco,2010,None
Bistro Jeanty,Yountville,San Francisco,2010,None
Bushi-Tei,Japantown,San Francisco,2010,None
Californios,Mission,San Francisco,2010,None
Campton Place,Union Square,San Francisco,2010,None
Commonwealth,Mission,San Francisco,2010,None
Dio Deka,Los Gatos,San Francisco,2010,None
Dry Creek Kitchen,Healdsburg,San Francisco,2010,None
El Paseo,Mill Valley,San Francisco,2010,None
Frances,Castro,San Francisco,2010,None
Hashiri,SoMa,San Francisco,2010,None
In Situ,SoMa,San Francisco,2010,None
Jū-Ni,North Panhandle,San Francisco,2010,None
K&L Bistro,Sebastopol,San Francisco,2010,None
Keiko à Nob Hill,Nob Hill,San Francisco,2010,None
Kenzo,Napa,San Francisco,2010,None
Kin Khao,Union Square,San Francisco,2010,None
Kinjo,Russian Hill,San Francisco,2010,None
Kusakabe,Financial District,San Francisco,2010,None
La Costanera,Montara,San Francisco,2010,None
Lazy Bear,Mission,San Francisco,2010,None
Lord Stanley,Nob Hill,San Francisco,2010,None
Martini House,St. Helena,San Francisco,2010,None
Maruya,Mission,San Francisco,2010,None
Mirepoix,Windsor,San Francisco,2010,None
Mister Jiu’s,Chinatown,San Francisco,2010,None
Mosu,Fillmore,San Francisco,2010,None
Mourad,SoMa,San Francisco,2010,None
Nico,Pacific Heights,San Francisco,2010,None
Octavia,Lower Pacific Heights,San Francisco,2010,None
Omakase,SoMa,San Francisco,2010,None
Rasa,Burlingame,San Francisco,2010,None
Rich Table,Hayes Valley,San Francisco,2010,None
Saison,SoMa,San Francisco,2010,None
SingleThread Farms,Healdsburg,San Francisco,2010,None
Sons & Daughters,Nob Hill,San Francisco,2010,None
SPQR,Fillmore,San Francisco,2010,None
Spruce,Presidio Heights,San Francisco,2010,None
State Bird Provisions,Fillmore,San Francisco,2010,None
Sushi Ran,Sausalito,San Francisco,2010,None
Sushi Yoshizumi,San Mateo,San Francisco,2010,None
Terrapin Creek,Bodega Bay,San Francisco,2010,None
The Progress,Fillmore,San Francisco,2010,None
Wako,Richmond,San Francisco,2010,None
Wakuriya,San Mateo,San Francisco,2010,None
42 Grams,Uptown,Chicago,2010,None
Acadia,South Loop,Chicago,2010,None
Alinea,Lincoln Park,Chicago,2010,None
Avenues,Magnificent Mile,Chicago,2010,None
Band of Bohemia,Ravenswood,Chicago,2010,None
Blackbird,West Loop,Chicago,2010,None
Boka,Lincoln Park,Chicago,2010,None
Bonsoirée,Logan Square,Chicago,2010,None
Charlie Trotter's,Lincoln Park,Chicago,2010,None
Crofton on Wells,River North,Chicago,2010,None
Courtright's,Willow Springs,Chicago,2010,None
Dusek's,Pilsen,Chicago,2010,None
El Ideas,Douglas Park,Chicago,2010,None
Elizabeth,Ravenswood,Chicago,2010,None
Elske,West Loop,Chicago,2010,None
Entente,Lakeview,Chicago,2010,None
Everest,Loop,Chicago,2010,None
Goosefoot,Ravenswood,Chicago,2010,None
Grace,West Loop,Chicago,2010,None
Graham Elliot,River North,Chicago,2010,None
GreenRiver,Streeterville,Chicago,2010,None
L2O,Lincoln Park,Chicago,2010,None
Longman & Eagle,Logan Square,Chicago,2010,None
Mexique,West Town,Chicago,2010,None
Moto,Fulton Market,Chicago,2010,None
NAHA,River North,Chicago,2010,None
NoMI,Magnificent Mile,Chicago,2010,None
North Pond,Lincoln Park,Chicago,2010,None
Oriole,West Loop,Chicago,2010,None
Parachute,Avondale,Chicago,2010,None
RIA,Gold Coast,Chicago,2010,None
Roister,Fulton Market,Chicago,2010,None
Schwa,West Town,Chicago,2010,None
Seasons,Magnificent Mile,Chicago,2010,None
Senza,Lakeview East,Chicago,2010,None
Sepia,West Loop,Chicago,2010,None
Sixteen,River North,Chicago,2010,None
Smyth,West Loop,Chicago,2010,None
Spiaggia,Magnificent Mile,Chicago,2010,None
Takashi,Bucktown,Chicago,2010,None
Topolobampo,River North,Chicago,2010,None
The Lobby,Magnificent Mile,Chicago,2010,None
Tru,Streeterville,Chicago,2010,None
Vie,Western Springs,Chicago,2010,None
Blue Duck Tavern,West End,DC,2010,None
Fiola by Fabio Trabocchi,Penn Quarter,DC,2010,None
Kinship,Mount Vernon Square,DC,2010,None
Komi,Dupont Circle,DC,2010,None
Masseria,Union Market,DC,2010,None
