in.county	lt_05	05_to_10	10_to_15	15_to_20	20_to_25	25_to_30	30_to_35	35_to_40	gt_40
G1200130	0	0	4.175	23.175	22.705	89.6	271.485	315.76	1296.215
G1200150	0	0	0	0	0	0	6.725	5.825	373.9875
G1200170	0	6.9	8.89	7.8175	34.7	68.1875	147.085	230.5525	955.4925
G1200190	0	0	0	0	0	3.0275	54.49	141.235	1042.005
G1200210	0	0	0	0	0	0	0	6.525	467.6825
G1200230	0	0	0	0	0	20.1625	127.4025	195.41	1208.215
G1200270	0	0	0	0	0	0	6.725	5.825	373.9875
G1200290	0	0	0	0	0	20.1625	127.4025	195.41	1208.215
G1200310	0	0	0	0	0	3.0275	54.49	141.235	1042.005
G1200330	0	0	0	0	6.85	24.79	57.6375	114.735	1139.04
G1200350	0	0	0	0	12.1225	13.965	18.04	53.46	869.36
G1200370	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1200390	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1200410	0	0	0	0	0	20.1625	127.4025	195.41	1208.215
G1200430	0	0	0	0	0	0	0	6.45	553.0575
G1200450	0	0	4.175	23.175	22.705	89.6	271.485	315.76	1296.215
G1200470	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1200490	0	0	0	0	1.6675	17	81.6175	138.9625	923.34
G1200510	0	0	0	0	0	0	0	6.45	553.0575
G1200530	0	0	0	0	0	4.545	16.2	76.7325	704.595
G1200550	0	0	0	0	1.6675	17	81.6175	138.9625	923.34
G1200570	0	0	0	0	0	4.545	16.2	76.7325	704.595
G1200590	0	0	0	0	6.805	38.5075	98.5625	248.2175	1065.7975
G1200610	0	0	0	0	0	0	3.9975	24.1975	425.43
G1200630	0	0	0	0	6.805	38.5075	98.5625	248.2175	1065.7975
G1200650	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1200670	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1200690	0	0	0	0	0	0	19.575	55.575	789.1
G1200710	0	0	0	0	0	0	6.725	5.825	373.9875
G1200730	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1200750	0	6.9	8.89	7.8175	34.7	68.1875	147.085	230.5525	955.4925
G1200770	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1200790	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1200810	0	0	0	0	0	0	8.325	63.65	688.5925
G1200830	0	6.9	8.89	7.8175	34.7	68.1875	147.085	230.5525	955.4925
G1200850	0	0	0	0	0	0	27.755	77.89	750.5575
G1200860	0	0	0	0	0	0	0	0	236.0125
G1200870	0	0	0	0	0	0	0	0	142.05
G1200890	0	0	0	11.415	12.2425	13.8375	113.79	246.54	1211.39
G1200910	0	0	4.175	34.9275	84.4375	176.6475	302.875	322.24	1264.365
G1200930	0	0	0	0	0	0	27.755	77.89	750.5575
G1200950	0	0	0	0	0	0	19.575	55.575	789.1
G1200970	0	0	0	0	0	0	14.42	42.905	731.6025
G1200990	0	0	0	0	0	0	9.565	3.4275	398.705
G1201010	0	0	0	0	0	4.545	16.2	76.7325	704.595
G1201030	0	0	0	0	0	12.185	22.625	78.95	782.0025
G1201050	0	0	0	0	1.6675	17	81.6175	138.9625	923.34
G1201070	0	0	0	0	0	20.1625	127.4025	195.41	1208.215
G1201090	0	0	0	0	0	3.0275	54.49	141.235	1042.005
G1201110	0	0	0	0	0	0	27.755	77.89	750.5575
G1201130	0	0	0	0	6.85	24.79	57.6375	114.735	1139.04
G1201150	0	0	0	0	0	0	8.325	63.65	688.5925
G1201170	0	0	0	0	0	0	25.06	72.13	846.555
G1201190	0	6.9	8.89	7.8175	34.7	68.1875	147.085	230.5525	955.4925
G1201210	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1201230	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1201250	0	0	0	0	0	20.1625	127.4025	195.41	1208.215
G1201270	0	0	0	0	12.1225	13.965	18.04	53.46	869.36
G1201290	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1201310	0	0	4.175	34.9275	84.4375	176.6475	302.875	322.24	1264.365
G1201330	0	0	0	0	6.805	38.5075	98.5625	248.2175	1065.7975
G1300010	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1300030	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1300050	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1300070	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1300090	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1300110	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1300130	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1300150	12.815	65.01	93.4225	162.395	248.7725	468.825	557.08	653.3125	1687.3575
G1300170	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1300190	6.3275	0	2.0875	23.1075	64.8625	110.3025	217.2225	477.7925	1361.7725
G1300210	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1300230	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1300250	0	0	0	34.425	59.0725	136.2025	243.515	416.9	1432.245
G1300270	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1300290	0	0	0	1.8775	28.8275	85.825	219.9475	345.7225	1336.915
G1300310	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1300330	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1300350	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1300370	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1300390	0	0	0	11.415	12.2425	13.8375	113.79	246.54	1211.39
G1300430	0	0	0	1.8775	28.8275	85.825	219.9475	345.7225	1336.915
G1300450	0	0	6.45	48.505	122.2175	256.81	449.37	618.0625	1615.1775
G1300470	0	0	0	61.4975	180.3575	290.2975	506.69	744.6975	1673.2825
G1300490	0	0	0	11.415	12.2425	13.8375	113.79	246.54	1211.39
G1300510	0	0	0	17.4075	98.37	198.3575	338.36	414.6275	1402.9575
G1300530	0	11.6825	27.865	95.7175	272.2225	425.4675	488.705	540.625	1552.795
G1300550	0	0	6.2625	36.6625	142.57	357.6525	585.1725	678.8775	1737.995
G1300570	12.815	65.01	93.4225	162.395	248.7725	468.825	557.08	653.3125	1687.3575
G1300590	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1300610	0	0	2.125	19.7875	34.85	65.0775	229.4125	503.9475	1437.745
G1300630	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1300650	6.3275	0	2.0875	23.1075	64.8625	110.3025	217.2225	477.7925	1361.7725
G1300670	12.815	65.01	93.4225	162.395	248.7725	468.825	557.08	653.3125	1687.3575
G1300690	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1300710	6.3275	0	2.0875	23.1075	64.8625	110.3025	217.2225	477.7925	1361.7725
G1300730	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1300750	6.3275	0	2.0875	23.1075	64.8625	110.3025	217.2225	477.7925	1361.7725
G1300770	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1300790	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1300810	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1300830	0	0	0	61.4975	180.3575	290.2975	506.69	744.6975	1673.2825
G1300850	0	0	6.2625	36.6625	142.57	357.6525	585.1725	678.8775	1737.995
G1300870	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1300890	2.53	54.7625	75.6575	128.58	193.385	334.4925	463.4075	662.61	1631.33
G1300910	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1300930	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1300950	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1300970	0	0	6.45	48.505	122.2175	256.81	449.37	618.0625	1615.1775
G1300990	0	0	2.125	19.7875	34.85	65.0775	229.4125	503.9475	1437.745
G1301010	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1301030	0	0	0	1.8775	28.8275	85.825	219.9475	345.7225	1336.915
G1301050	0	9.3025	56.3375	108.6275	186.9	322.385	507.74	706.73	1763.955
G1301070	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1301090	0	0	0	1.8775	28.8275	85.825	219.9475	345.7225	1336.915
G1301110	0	0	0	61.4975	180.3575	290.2975	506.69	744.6975	1673.2825
G1301130	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1301150	0	0	6.2625	36.6625	142.57	357.6525	585.1725	678.8775	1737.995
G1301170	2.53	54.7625	75.6575	128.58	193.385	334.4925	463.4075	662.61	1631.33
G1301190	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G1301210	2.53	54.7625	75.6575	128.58	193.385	334.4925	463.4075	662.61	1631.33
G1301230	0	0	6.2625	36.6625	142.57	357.6525	585.1725	678.8775	1737.995
G1301250	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1301270	0	0	0	34.425	59.0725	136.2025	243.515	416.9	1432.245
G1301290	0	0	6.2625	36.6625	142.57	357.6525	585.1725	678.8775	1737.995
G1301310	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1301330	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1301350	2.53	54.7625	75.6575	128.58	193.385	334.4925	463.4075	662.61	1631.33
G1301370	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G1301390	0	0	6.2625	36.6625	142.57	357.6525	585.1725	678.8775	1737.995
G1301410	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1301430	0	0	6.45	48.505	122.2175	256.81	449.37	618.0625	1615.1775
G1301450	0	0	0	23.2575	41.985	141.7025	258.8275	449.0025	1450.5725
G1301470	0	9.3025	56.3375	108.6275	186.9	322.385	507.74	706.73	1763.955
G1301490	0	0	6.45	48.505	122.2175	256.81	449.37	618.0625	1615.1775
G1301510	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1301530	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1301550	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1301570	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1301590	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1301610	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1301630	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1301650	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1301670	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1301690	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1301710	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1301730	6.3275	0	2.0875	23.1075	64.8625	110.3025	217.2225	477.7925	1361.7725
G1301750	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1301770	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1301790	0	0	0	17.4075	98.37	198.3575	338.36	414.6275	1402.9575
G1301810	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1301830	0	0	0	34.425	59.0725	136.2025	243.515	416.9	1432.245
G1301850	0	0	0	0	8.825	15.55	163.54	298.925	1284.12
G1301870	0	0	6.2625	36.6625	142.57	357.6525	585.1725	678.8775	1737.995
G1301890	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1301910	0	0	0	34.425	59.0725	136.2025	243.515	416.9	1432.245
G1301930	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1301950	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1301970	0	0	0	23.2575	41.985	141.7025	258.8275	449.0025	1450.5725
G1301990	0	0	0	23.2575	41.985	141.7025	258.8275	449.0025	1450.5725
G1302010	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1302050	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1302070	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1302090	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1302110	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1302130	0	0	0	61.4975	180.3575	290.2975	506.69	744.6975	1673.2825
G1302150	0	0	0	23.2575	41.985	141.7025	258.8275	449.0025	1450.5725
G1302170	2.53	54.7625	75.6575	128.58	193.385	334.4925	463.4075	662.61	1631.33
G1302190	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1302210	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1302230	12.815	65.01	93.4225	162.395	248.7725	468.825	557.08	653.3125	1687.3575
G1302250	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1302270	12.815	65.01	93.4225	162.395	248.7725	468.825	557.08	653.3125	1687.3575
G1302290	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1302310	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1302330	12.815	65.01	93.4225	162.395	248.7725	468.825	557.08	653.3125	1687.3575
G1302350	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1302370	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1302390	0	11.6825	27.865	95.7175	272.2225	425.4675	488.705	540.625	1552.795
G1302410	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G1302430	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1302450	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1302470	2.53	54.7625	75.6575	128.58	193.385	334.4925	463.4075	662.61	1631.33
G1302490	0	0	0	23.2575	41.985	141.7025	258.8275	449.0025	1450.5725
G1302510	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1302530	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1302550	0	2.335	17.7575	38.72	179.53	267.585	304.3925	555.305	1668.555
G1302570	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G1302590	0	11.6825	27.865	95.7175	272.2225	425.4675	488.705	540.625	1552.795
G1302610	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1302630	0	0	0	23.2575	41.985	141.7025	258.8275	449.0025	1450.5725
G1302650	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1302670	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1302690	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1302710	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1302730	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1302750	0	0	0	3.755	25.935	111.225	206.9425	281.5	1246.1175
G1302770	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1302790	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1302810	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G1302830	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1302850	0	0	0	23.2575	41.985	141.7025	258.8275	449.0025	1450.5725
G1302870	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1302890	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1302910	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G1302930	0	0	0	25.4125	66.2375	151.6325	359.2825	501.485	1531.1275
G1302950	0	0	0	61.4975	180.3575	290.2975	506.69	744.6975	1673.2825
G1302970	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1302990	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1303010	0	0	0	30.19	185.7875	239.3325	323.0525	492.2975	1575.625
G1303030	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1303050	0	0	0	34.425	59.0725	136.2025	243.515	416.9	1432.245
G1303070	0	11.6825	27.865	95.7175	272.2225	425.4675	488.705	540.625	1552.795
G1303090	0	0	0	1.8775	79.2625	163.3725	245.74	493.9075	1490.065
G1303110	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G1303130	0	0	0	61.4975	180.3575	290.2975	506.69	744.6975	1673.2825
G1303150	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1303170	0	0	6.375	55.94	119.5725	180.425	395.1225	548.27	1642.405
G1303190	0	0	19.275	105.7275	277.725	282.0575	505.085	571.145	1454.76
G1303210	0	0	0	0	13.4	63.5	187.4725	377.7825	1340.6625
G1500010	0	0	0	0	0	0	0	0	12.2525
G1500030	0	0	0	0	0	0	0	0	13.4925
G1500050	24.175	2.35	0	0	5.1675	12.35	4.2075	4.5625	37.365
G1500070	0	0	0	0	0	0	0	0	28.645
G1500090	0	0	0	0	0	0	0	0	23.38
G1600010	20.435	55.28	44.42	222.3075	405.1475	640.655	1060.235	1136.7375	2146.285
G1600030	20.435	55.28	44.42	222.3075	405.1475	640.655	1060.235	1136.7375	2146.285
G1600050	241.33	236.06	325.135	847.7825	916.1525	935.235	1019.9275	1068.7525	1817.0675
G1600070	519.15	244.5975	551.005	828.435	1162.6325	1123.17	1494.4275	1224.2525	1544.685
G1600090	148.1375	174.61	222.5025	231.0925	418.03	727.655	1693.755	1433.3375	2106.6175
G1600110	241.33	236.06	325.135	847.7825	916.1525	935.235	1019.9275	1068.7525	1817.0675
G1600130	204.8	155.2475	325.935	562.5825	885.0475	960.2775	1394.775	1461.6275	1702.235
G1600150	20.435	55.28	44.42	222.3075	405.1475	640.655	1060.235	1136.7375	2146.285
G1600170	210.1425	169.775	396.6775	905.4425	1137.665	1086.855	1307.9875	1134.445	1877.6575
G1600190	246.05	401.565	640.035	1061.7625	997.8675	882.7775	1164.1575	948.3675	1840.38
G1600210	210.1425	169.775	396.6775	905.4425	1137.665	1086.855	1307.9875	1134.445	1877.6575
G1600230	204.8	155.2475	325.935	562.5825	885.0475	960.2775	1394.775	1461.6275	1702.235
G1600250	204.8	155.2475	325.935	562.5825	885.0475	960.2775	1394.775	1461.6275	1702.235
G1600270	5.12	86.1975	203.9775	361.7075	501.255	611.3775	1094.2325	1124.1	2211.2925
G1600290	519.15	244.5975	551.005	828.435	1162.6325	1123.17	1494.4275	1224.2525	1544.685
G1600310	46.305	50.115	105.7125	282.315	670.5125	889.22	1403.665	1170.995	1969.89
G1600330	246.05	401.565	640.035	1061.7625	997.8675	882.7775	1164.1575	948.3675	1840.38
G1600350	0	0	14.965	146.3475	361.9875	461.93	829.36	1585.0225	2294.3
G1600370	204.8	155.2475	325.935	562.5825	885.0475	960.2775	1394.775	1461.6275	1702.235
G1600390	127.435	147.56	276.8125	488.3825	565.47	541.7025	1003.3525	1285.48	2043.175
G1600410	31.215	152.4325	249.79	426.165	760.355	925.9325	1380.0625	1344.59	1817.6675
G1600430	246.05	401.565	640.035	1061.7625	997.8675	882.7775	1164.1575	948.3675	1840.38
G1600450	5.12	86.1975	203.9775	361.7075	501.255	611.3775	1094.2325	1124.1	2211.2925
G1600470	0	16.675	138.5325	383.7325	697.65	707.0625	1160.5525	1382.5325	1977.2575
G1600490	0	0	14.965	146.3475	361.9875	461.93	829.36	1585.0225	2294.3
G1600510	246.05	401.565	640.035	1061.7625	997.8675	882.7775	1164.1575	948.3675	1840.38
G1600530	0	16.675	138.5325	383.7325	697.65	707.0625	1160.5525	1382.5325	1977.2575
G1600550	148.1375	174.61	222.5025	231.0925	418.03	727.655	1693.755	1433.3375	2106.6175
G1600570	5.15	19.205	44.045	204.9225	338.1225	641.57	1717.235	1606.805	2254.5175
G1600590	79.5675	239.2	320.4825	666.535	1261.4775	1247.8675	1306.335	989.6125	1806.1825
G1600610	0	0	14.965	146.3475	361.9875	461.93	829.36	1585.0225	2294.3
G1600630	0	16.675	138.5325	383.7325	697.65	707.0625	1160.5525	1382.5325	1977.2575
G1600650	246.05	401.565	640.035	1061.7625	997.8675	882.7775	1164.1575	948.3675	1840.38
G1600670	46.305	50.115	105.7125	282.315	670.5125	889.22	1403.665	1170.995	1969.89
G1600690	0	0	14.965	146.3475	361.9875	461.93	829.36	1585.0225	2294.3
G1600710	31.215	152.4325	249.79	426.165	760.355	925.9325	1380.0625	1344.59	1817.6675
G1600730	5.12	86.1975	203.9775	361.7075	501.255	611.3775	1094.2325	1124.1	2211.2925
G1600750	5.12	86.1975	203.9775	361.7075	501.255	611.3775	1094.2325	1124.1	2211.2925
G1600770	241.33	236.06	325.135	847.7825	916.1525	935.235	1019.9275	1068.7525	1817.0675
G1600790	210.1425	169.775	396.6775	905.4425	1137.665	1086.855	1307.9875	1134.445	1877.6575
G1600810	246.05	401.565	640.035	1061.7625	997.8675	882.7775	1164.1575	948.3675	1840.38
G1600830	0	16.675	138.5325	383.7325	697.65	707.0625	1160.5525	1382.5325	1977.2575
G1600850	204.8	155.2475	325.935	562.5825	885.0475	960.2775	1394.775	1461.6275	1702.235
G1600870	5.12	86.1975	203.9775	361.7075	501.255	611.3775	1094.2325	1124.1	2211.2925
G1700010	250.9175	172.2375	175.235	361.9275	488.9125	539.75	933.7075	856.885	1559.0425
G1700030	228.6475	210.045	174.47	261	260.5875	472.81	509.605	654.6725	1818.56
G1700050	193.5825	163.4375	260.4425	482.1875	563.005	425.04	702.165	1060.5325	1637.9275
G1700070	1057.33	378.8125	402.2475	759.635	858.8925	604.5625	938.3675	864.3625	1463.715
G1700090	250.9175	172.2375	175.235	361.9275	488.9125	539.75	933.7075	856.885	1559.0425
G1700110	787.7025	282.025	369.4125	346.8575	647.6525	749.625	881.6375	714.6825	1620.4125
G1700130	107.6525	180.375	254.7625	399.5825	416.2575	468.1075	843.8375	756.475	1516.6625
G1700150	787.7025	282.025	369.4125	346.8575	647.6525	749.625	881.6375	714.6825	1620.4125
G1700170	275.12	222.3425	381.8325	496.2375	614.8725	746.8225	730.8425	711.685	1467.19
G1700190	473.1075	213.515	333.135	596.605	614.75	572.975	697.045	734.745	1688.9025
G1700210	193.5825	163.4375	260.4425	482.1875	563.005	425.04	702.165	1060.5325	1637.9275
G1700230	382.265	183.4475	180.0325	450.1175	734.7275	502.86	564.15	638.1575	1851.615
G1700250	178.4125	183.355	165.655	342.76	378.2925	530.0475	716.6275	755.0725	1644.845
G1700270	193.5825	163.4375	260.4425	482.1875	563.005	425.04	702.165	1060.5325	1637.9275
G1700290	473.1075	213.515	333.135	596.605	614.75	572.975	697.045	734.745	1688.9025
G1700310	483.0375	245.4375	392.0925	529.5025	538.5475	445.59	604.8175	693.865	1892.2375
G1700330	73.31	81.28	190.3025	363.44	376.69	492.165	809.1625	628.2725	1641.0875
G1700350	473.1075	213.515	333.135	596.605	614.75	572.975	697.045	734.745	1688.9025
G1700370	821.64	406.045	571.2525	711.215	637.5	671.0725	712.135	772.5	1621.315
G1700390	342.7525	187.0875	319.115	363.35	578.6225	750.83	1241.565	847.7975	1644.205
G1700410	473.1075	213.515	333.135	596.605	614.75	572.975	697.045	734.745	1688.9025
G1700430	190.77	246.6625	450.7525	500.1975	507.5175	675.14	1131.4925	905.4825	1649.665
G1700450	637.0375	214.28	160.2425	208.1875	345.965	475.9475	695.6275	896.9	1677.0175
G1700470	73.31	81.28	190.3025	363.44	376.69	492.165	809.1625	628.2725	1641.0875
G1700490	178.4125	183.355	165.655	342.76	378.2925	530.0475	716.6275	755.0725	1644.845
G1700510	178.4125	183.355	165.655	342.76	378.2925	530.0475	716.6275	755.0725	1644.845
G1700530	473.1075	213.515	333.135	596.605	614.75	572.975	697.045	734.745	1688.9025
G1700550	0	33.575	154.625	325.3	475.7025	459.7075	621.5225	812.7525	1864.405
G1700570	620.11	404.51	352.02	371.5125	598.3325	671.7175	831.665	1046.195	1486.0775
G1700590	176.5875	117.4	160.55	337.08	451.35	645.0625	755.5625	796.245	1755.6375
G1700610	275.12	222.3425	381.8325	496.2375	614.8725	746.8225	730.8425	711.685	1467.19
G1700630	821.64	406.045	571.2525	711.215	637.5	671.0725	712.135	772.5	1621.315
G1700650	178.4125	183.355	165.655	342.76	378.2925	530.0475	716.6275	755.0725	1644.845
G1700670	154.2025	214.43	446.2275	385.925	597.3475	712.53	909.215	730.855	1397.3575
G1700690	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G1700710	433.72	336.51	379.605	501.6325	582.91	657.1075	853.7875	667.995	1372.0525
G1700730	333.815	296.655	367.9	637.7475	744.7525	768.935	1119.545	876.59	1402.6675
G1700750	473.1075	213.515	333.135	596.605	614.75	572.975	697.045	734.745	1688.9025
G1700770	133.4875	86.76	162.95	341.01	322.3875	441.53	735.69	733.555	1546
G1700790	178.4125	183.355	165.655	342.76	378.2925	530.0475	716.6275	755.0725	1644.845
G1700810	178.4125	183.355	165.655	342.76	378.2925	530.0475	716.6275	755.0725	1644.845
G1700830	107.6525	180.375	254.7625	399.5825	416.2575	468.1075	843.8375	756.475	1516.6625
G1700850	670.3775	185.51	247.3475	681.665	762.7725	693.985	894.2775	736.05	1908.3275
G1700870	0	33.575	154.625	325.3	475.7025	459.7075	621.5225	812.7525	1864.405
G1700890	190.77	246.6625	450.7525	500.1975	507.5175	675.14	1131.4925	905.4825	1649.665
G1700910	483.0375	245.4375	392.0925	529.5025	538.5475	445.59	604.8175	693.865	1892.2375
